172.20.0.0,172.20.1.164,172.20.1.165,172.20.1.166,172.20.1.167,172.20.1.168,172.20.1.169,172.20.1.170,172.20.1.171,172.20.1.172,172.20.1.173,172.20.1.210,172.20.1.215,172.20.2.148,172.20.2.149,172.20.2.150,172.20.2.151,172.20.2.152,172.20.2.153,172.20.2.154,172.20.2.155,172.20.2.164,172.20.2.212,172.20.2.217,172.20.2.218,172.20.2.226,172.20.1.211,172.20.2.165,172.20.2.228
15,14,15,6,9,7,5,15,22,25,17,78,10,14,10,10,8,15,21,8,8,3,1,29,3,102,12,0,0
24,5,6,3,11,13,13,6,3,6,12,68,10,3,0,11,14,11,8,4,7,0,2,37,10,61,16,0,0
7,12,16,8,15,16,8,6,4,14,3,59,9,7,6,8,4,7,10,8,6,0,1,29,3,93,4,1,0
17,13,4,10,25,7,12,11,11,9,10,47,11,6,7,3,4,7,10,6,0,0,2,33,4,104,10,0,1
3,10,10,12,19,14,15,16,8,15,6,55,12,8,7,4,14,3,6,3,7,0,1,27,3,114,0,1,0
21,10,3,12,3,4,9,12,4,7,9,65,15,11,17,13,0,7,3,10,4,0,0,20,10,75,15,0,1
8,7,14,7,11,6,9,11,9,5,9,82,6,11,6,0,17,14,4,6,15,0,1,27,10,72,6,0,0
11,5,10,9,10,19,8,5,10,8,11,68,10,7,10,3,4,11,7,14,0,0,1,23,0,81,8,0,1
9,11,14,8,9,7,20,14,9,10,6,81,9,10,7,7,10,11,14,3,14,0,2,35,6,96,6,0,0
9,11,12,9,14,8,8,7,9,10,3,63,9,10,7,6,11,4,4,7,4,0,1,33,10,81,6,1,0
16,8,13,17,12,3,14,9,14,18,7,94,7,7,7,7,14,11,13,10,7,0,1,34,18,98,9,0,0
32,9,7,12,13,11,11,6,14,8,10,43,15,8,4,0,3,3,7,3,8,0,2,22,7,104,19,1,0
24,7,103,9,4,10,10,8,6,9,13,66,11,7,7,0,7,7,10,10,11,0,0,147,7,79,18,0,1
6,12,9,15,12,8,6,9,6,11,5,62,9,4,17,0,7,3,11,10,3,0,2,25,7,84,4,0,0
12,5,11,4,8,8,7,15,4,8,10,88,12,11,6,11,11,11,9,6,13,0,0,23,10,76,10,0,1
8,8,16,14,9,16,8,6,13,13,9,68,6,3,10,4,10,14,3,13,8,0,2,28,7,102,4,0,0
9,14,11,15,7,4,5,12,9,13,10,69,29,4,7,4,16,7,11,14,6,0,1,39,0,96,6,1,0
17,8,10,13,9,16,8,10,7,20,5,88,9,4,15,7,14,6,11,7,10,0,2,36,14,90,14,0,1
4,8,12,6,10,5,9,9,5,14,4,60,13,10,6,0,6,3,3,10,12,0,1,31,11,69,0,1,0
23,5,14,10,15,14,9,8,8,10,3,61,8,8,11,4,7,4,6,7,10,0,1,31,4,96,16,0,1
2,16,12,12,17,18,13,13,11,4,10,102,10,11,17,17,7,4,10,18,9,0,1,24,10,113,0,0,0
27,13,11,5,10,12,16,11,12,12,10,51,4,0,11,4,3,7,8,7,3,0,1,24,8,103,19,0,1
5,8,4,16,4,8,9,10,9,4,6,69,13,4,10,4,4,7,6,14,10,0,1,24,10,78,4,0,0
10,9,8,10,8,9,10,4,2,12,13,65,7,10,3,11,8,4,10,10,7,0,1,25,10,74,6,1,1
9,11,9,12,19,9,5,10,10,10,12,60,13,7,3,7,4,10,8,7,7,0,2,27,11,102,4,0,0
10,12,16,13,13,7,15,6,13,55,9,72,10,8,3,7,15,14,7,13,12,0,1,29,7,109,6,12,0
19,11,13,13,10,13,9,14,10,42,6,53,10,8,10,7,5,13,7,9,5,0,1,41,7,82,15,8,0
3,15,6,9,15,8,13,13,12,62,3,52,5,2,10,8,1,14,8,18,5,0,2,30,6,85,0,12,0
25,17,11,21,15,15,10,7,13,39,3,70,14,4,4,3,10,10,4,17,15,0,1,37,9,121,18,5,1
7,9,6,13,17,10,10,21,10,27,12,82,7,15,7,6,11,5,10,15,16,0,1,24,10,99,4,5,0
24,3,11,2,3,15,10,13,11,35,11,82,15,4,10,16,14,10,7,13,11,0,0,24,15,77,18,10,1
6,8,2,10,17,13,6,15,16,20,16,78,8,0,13,3,14,15,10,11,9,0,2,22,10,97,4,5,0
11,12,18,5,12,11,32,14,9,25,14,77,16,3,14,7,1,7,14,19,12,0,1,33,8,107,6,10,1
12,4,25,15,9,10,1,12,10,46,14,73,12,15,0,14,12,10,3,7,15,0,1,27,10,91,9,11,0
2,7,15,10,16,7,8,21,12,72,11,54,6,4,11,13,8,14,7,11,9,0,1,34,4,106,0,14,0
21,8,10,9,8,13,93,9,7,30,10,65,10,11,4,7,1,11,7,16,7,0,1,154,8,81,17,3,0
3,11,16,12,13,10,7,13,11,29,6,91,9,8,6,13,10,11,4,20,17,0,2,27,11,100,0,3,0
29,7,7,6,4,14,5,11,13,40,4,70,5,1,10,11,15,9,10,11,7,0,0,25,3,60,24,6,1
