index,172.20.1.164,172.20.2.148,172.20.2.151,172.20.1.170,172.20.2.149,172.20.1.165,172.20.1.171,172.20.2.152,172.20.1.166,172.20.1.172,172.20.2.153,172.20.1.168,172.20.2.154,172.20.1.173,172.20.1.167,172.20.2.150,172.20.2.155,172.20.1.169,label,target
1,9453,7220,8360,9100,5700,9024,9510,7541,6717,13153,11625,10132,5829,8676,13567,6840,5374,9714,0,
2,7778,10070,7980,8590,7438,9376,8419,8930,8013,6906,6270,7022,7600,6178,8809,5510,7809,9379,0,
3,7096,7030,7980,8348,7790,140574,7781,6650,10132,9682,9500,7142,7410,8203,9604,3420,7980,8310,0,
4,7711,5510,10110,8257,9310,11160,7860,6460,10329,12142,6460,10206,9120,5544,8803,3610,8760,8471,0,
5,11005,6080,4940,8445,8360,8013,7662,4750,9984,8087,7980,9611,10640,8996,11201,7410,6878,9496,0,
6,12113,7709,8250,9875,6460,9070,10558,13336,12417,32011,6840,9566,17019,5923,15805,5311,10413,10058,0,
7,5878,5310,10691,12465,9120,13201,10889,14231,7443,28473,7220,9108,14273,10620,13489,12250,10937,10342,0,
8,9569,9982,11046,11128,6650,7141,10635,17784,7476,41406,7410,8852,20302,8078,11015,15213,10665,138460,0,
9,9347,11346,11283,10162,13030,11924,11970,20848,14115,55522,7410,14475,24849,10519,17216,16731,11617,10059,0,
10,8345,14042,13121,11026,6080,9994,10892,26261,7704,65665,8550,9189,35704,9268,19161,17600,12186,8802,0,
11,10085,10185,11837,8215,9310,9682,6719,29214,8613,65613,8360,5808,32035,7004,18813,17684,10031,7363,0,
12,10435,13646,13686,18890,13941,11005,11638,22420,12776,75691,5510,10707,42098,14723,24390,28670,10825,11752,0,
13,9495,10008,17352,13266,10548,12031,8739,31106,6650,76059,8360,13380,28754,14768,15625,23125,9220,10804,0,
14,8046,11658,15398,11314,4370,10326,12757,20983,141236,65867,10260,8356,37905,8227,18244,25069,11888,6761,0,
15,8566,15286,14567,13299,8685,8393,11020,36494,9891,98008,8740,5774,41442,8500,19211,19027,14319,10247,0,
16,7707,8826,14492,12325,10475,12443,6048,31347,9267,91468,8170,7373,46617,12331,23651,25307,16363,8178,0,
17,6147,12288,16260,9013,7790,10072,4365,29863,10671,90677,8360,9869,45212,7046,24831,24987,10994,5501,0,
18,9417,8387,16141,13133,16058,16080,13594,36273,9218,99254,7621,11192,46608,141031,23306,28514,12426,9582,0,
19,10733,13089,14587,11385,8930,7290,13184,23154,8380,85605,20048,9379,49517,17386,25798,30597,12405,6569,0,
20,9376,11337,14595,18324,19513,11727,12308,39206,11356,90166,20979,10623,43156,21998,25309,29544,16096,14219,0,
21,11714,14611,15870,10897,7030,7624,14392,21216,7852,90244,29261,10825,52632,24113,29811,37988,13885,10094,0,
22,13919,13740,17360,16183,5320,18708,18119,49967,11965,118218,22766,7398,49076,19503,25167,32177,14769,7631,0,
23,11543,10353,20892,14207,10284,12995,16205,27894,8441,114382,24473,11927,63344,29245,165524,42694,15714,10998,0,
24,8111,14322,15847,16023,17253,12266,17392,48246,11650,127256,23122,11486,57396,18156,30414,31511,15211,9189,0,
25,9111,11857,17541,21057,11646,16268,14323,31657,6389,108808,28783,9541,63064,24450,29841,42044,18498,10064,0,
26,12745,11523,14818,14584,9601,14233,20632,35755,9772,104209,32332,137443,48047,29022,29478,32052,16664,8514,0,
27,10513,15396,18242,21618,12968,11648,20316,36768,9818,124211,44158,8108,64997,39892,39077,39698,20467,13696,0,
28,12117,14670,19330,18068,10788,15775,21072,38898,7833,125767,50998,8483,64047,39263,37865,43293,18405,7834,0,
29,10431,12674,21936,20748,18341,15851,26934,49332,12135,127554,49203,8844,58493,29694,38868,37580,22610,13743,0,
30,9885,14295,19460,18620,12486,141684,22186,32082,11361,107170,53797,8364,61362,43080,39045,46400,16545,12673,0,
31,14019,14545,17604,20694,19460,15355,30954,45509,10904,120717,59709,7626,53635,38430,39137,39304,20036,15206,0,
32,15095,14441,15965,20804,11716,10919,17933,30559,9533,111855,52017,9144,60908,43590,44588,49511,20192,11236,0,
33,14459,13585,13779,22415,13433,13755,37210,40853,8408,108128,72132,8911,57313,54182,41775,43316,19675,14111,0,
34,10267,14009,16961,18860,11938,10645,25579,33738,8943,100523,50273,10637,54802,38067,37491,41076,15330,146717,0,
35,14423,16045,15232,23647,19608,10263,35972,38681,7340,113416,71597,6663,63516,55376,46157,47410,19075,11588,0,
