172.20.0.0,172.20.1.164,172.20.1.165,172.20.1.166,172.20.1.167,172.20.1.168,172.20.1.169,172.20.1.170,172.20.1.171,172.20.1.172,172.20.1.173,172.20.1.210,172.20.1.215,172.20.2.148,172.20.2.149,172.20.2.150,172.20.2.151,172.20.2.152,172.20.2.153,172.20.2.154,172.20.2.155,172.20.2.212,172.20.2.217,172.20.2.218,172.20.2.226,172.20.1.211,172.20.2.228,172.20.2.173
548,628,1142,1068,1263,599,444,1005,970,1143,405,13875,1231,1399,737,662,737,1143,662,1068,1068,74,1964,336,15025,843,0,0
2093,1301,331,857,518,1587,810,1330,959,1330,2073,12745,1345,1068,737,1068,993,406,1068,331,737,148,2592,1419,19015,2317,192,0
1064,884,148,811,930,959,775,268,1707,1742,1661,12925,940,737,737,662,993,0,812,737,1474,74,2863,0,15400,2374,0,0
2732,639,1255,930,593,1068,932,1661,959,924,1622,14450,410,737,331,812,1143,1068,737,662,1805,148,2405,747,16535,4322,192,0
1138,810,268,849,1216,593,884,1799,1707,1154,970,16740,456,1143,1143,331,662,1474,1143,812,1285,74,2225,1419,14635,2351,0,74
2377,1068,924,1005,1181,1188,1594,1143,737,518,885,12405,74,737,1068,662,1474,662,1143,331,406,74,2077,1158,16340,4301,192,0
548,662,674,924,554,924,1365,1217,737,342,564,11990,524,1805,406,331,662,662,406,1474,737,74,2560,1419,12735,1434,0,74
74,811,518,1622,451,1336,970,268,113,737,1142,16350,1276,1474,1474,737,737,1068,1474,406,331,0,2225,747,11605,0,0,0
222,564,857,1068,480,999,479,1870,1034,737,451,13315,1271,1068,1143,406,662,406,1068,812,1162,148,2592,1083,15595,0,0,0
1338,628,1068,1473,120,1005,187,1336,639,526,811,13115,1015,1549,812,1068,737,1143,406,737,737,74,2613,411,12740,2747,0,0
2441,564,405,1594,924,1256,479,924,959,1449,1667,15975,598,737,1474,1068,662,737,331,1805,662,148,2923,1158,13875,4006,192,0
1264,1365,885,593,268,885,519,1005,1301,102656,1330,12930,1351,331,1143,406,737,662,1068,1068,1068,74,134475,747,14645,2724,0,74
2722,1301,850,1411,187,1587,600,1330,1290,593,599,12935,1157,1218,1143,1143,0,1068,812,737,1143,148,2860,1083,16545,4168,192,0
748,554,599,187,1005,1548,1067,932,895,14604,444,13310,1614,1524,0,406,737,1890,737,1805,2338,74,2606,747,14460,1807,0,521
2567,480,999,1005,1169,1263,1188,1225,480,48101,2229,10840,1568,1366,331,879,1305,2027,1068,4781,1690,74,1957,747,15600,4047,192,2142
148,812,1336,1255,1535,480,736,1225,406,33426,2931,15205,980,1135,1805,2250,1237,1338,1068,5977,1284,0,1763,747,20725,0,0,1712
474,480,1255,554,444,599,1376,1026,1143,23303,1696,10835,1642,1612,737,560,500,1101,812,4667,439,0,2412,411,15790,769,0,1092
345,639,1668,1376,886,593,628,1058,554,11449,932,15020,113,1474,1068,662,906,919,1068,2096,1162,74,2451,747,13870,140,192,472
