172.20.0.0,172.20.1.188,172.20.1.193,172.20.1.194,172.20.1.198,172.20.1.199,172.20.1.202,172.20.1.203,172.20.1.204,172.20.1.205,172.20.1.206,172.20.1.207,172.20.1.208,172.20.1.209,172.20.1.210,172.20.1.212,172.20.1.213,172.20.1.214,172.20.1.215,172.20.1.216,172.20.1.217,172.20.1.218,172.20.1.219,172.20.1.220,172.20.1.221,172.20.1.222,172.20.2.203,172.20.2.209,172.20.2.212,172.20.2.217,172.20.2.218,172.20.2.221,172.20.2.222,172.20.2.223,172.20.2.224,172.20.2.225,172.20.2.226,172.20.2.229,172.20.2.230,172.20.2.231,172.20.2.232,172.20.2.233,172.20.2.234,172.20.2.235,172.20.2.236,172.20.2.237,172.20.2.238,172.20.1.187,172.20.1.192,172.20.1.195,172.20.1.196,172.20.1.201,172.20.1.211,172.20.2.199,172.20.2.207,172.20.2.239,172.20.2.228,172.20.2.240
2315,406,148,406,406,120,811,1142,1142,811,1142,736,1548,1548,29265,1879,1217,1548,1270,74,1216,1548,1548,1548,885,1142,0,0,148,1741,411,662,737,737,1143,1068,41245,993,1474,1143,1805,406,1068,331,1143,812,1474,0,0,0,0,0,4116,331,331,0,0,0
1064,0,0,0,0,0,526,526,1707,1632,1188,1188,1263,857,28325,526,1632,970,604,1301,1707,1376,1045,639,1301,1226,0,0,74,5891,1083,812,1474,1068,737,1068,31545,1474,406,0,1068,406,1068,1068,1068,1068,406,0,0,0,0,0,2374,0,0,1474,0,0
1686,0,0,0,0,0,553,959,1290,2102,553,959,884,628,25650,884,1290,959,598,884,628,2102,628,959,884,222,0,0,74,4257,0,1399,1143,1143,737,993,23375,737,331,737,406,1143,812,737,406,662,1805,0,0,0,0,0,2391,0,0,662,0,0
474,0,0,0,0,0,1587,850,444,444,1256,1181,925,1512,26263,850,850,113,672,519,850,519,925,519,444,850,0,0,0,3440,1083,737,1068,737,737,1068,23190,662,1474,331,1068,406,1068,406,1068,812,1143,0,0,0,0,0,792,0,0,812,0,0
1342,0,0,0,0,0,1216,1622,1291,810,1291,810,1141,1216,31142,1216,1216,1291,1231,2359,1953,1622,885,554,1216,1547,0,0,74,2960,747,1399,406,812,1068,1068,36875,1474,1474,1474,1068,1399,331,993,1068,1068,737,0,0,0,0,0,1648,0,0,406,192,0
822,0,0,0,0,0,113,1256,925,1587,925,1587,1106,1512,27755,775,850,519,1083,775,1181,850,1181,444,1256,925,0,0,74,3440,1083,1068,1474,1068,1399,737,28515,737,406,737,406,1068,331,1474,1068,812,737,0,0,0,0,0,1807,0,0,406,0,0
1661,0,0,0,0,0,674,674,932,268,1005,1742,268,1667,24905,1080,1187,451,1762,1263,857,1263,194,120,451,782,0,0,74,5314,1083,1068,1143,0,737,1068,23200,737,737,1474,737,662,1068,1143,737,0,737,0,0,0,0,0,2499,0,0,737,192,0
2318,0,0,0,0,0,1142,1142,405,1548,886,1217,736,1473,32690,811,810,480,1270,480,811,1473,885,1142,811,1216,0,0,148,2259,1158,406,1068,1474,1068,331,31175,1399,1805,1805,1880,1143,1068,1474,1068,406,331,0,0,0,0,0,4198,0,0,737,0,0
874,0,0,0,0,0,782,1263,1188,857,857,1188,526,1301,26425,1188,1994,1257,679,526,639,1263,451,1188,1707,526,0,0,74,5517,1158,1143,737,1474,737,737,28505,662,331,1143,406,812,1399,1068,406,662,331,0,0,0,0,0,2226,0,0,2570,0,0
1841,0,0,0,0,0,811,736,1696,628,1548,405,1879,1142,29660,736,628,1696,187,959,1290,884,1034,1696,1696,1696,0,0,74,3221,1419,406,1805,993,406,1474,35150,737,1474,1399,1143,1805,331,812,331,1068,1143,0,0,0,0,0,2309,0,0,406,192,0
348,0,0,0,0,0,1301,1045,1707,970,1301,233,970,1707,25850,1301,895,1707,940,564,970,970,1301,564,1301,1045,0,0,74,7274,747,406,331,331,0,1805,31555,662,812,1399,331,1068,1474,1068,1474,737,1474,0,0,0,0,0,396,0,0,1549,0,0
2619,0,0,0,0,0,1216,1216,885,1622,885,885,1697,960,23565,810,1291,810,672,554,1216,148,1216,479,885,148,0,0,0,2812,411,0,812,1399,1143,0,26610,1143,1068,737,1474,406,406,1143,331,812,662,0,0,0,0,0,3902,0,0,1068,192,0
748,0,0,0,0,0,1181,1918,1587,444,1587,519,850,519,31190,444,1181,113,935,113,850,113,1512,850,850,444,0,0,74,3627,2241,2136,1068,331,1143,406,25660,993,1143,737,406,812,662,1068,993,662,1474,0,0,0,0,0,1807,0,0,1143,0,0
1545,0,0,0,0,0,1718,1508,1336,599,1411,268,599,674,21280,1080,890,2033,456,3002,2445,1336,674,1336,2863,1411,0,0,74,6202,0,1068,737,1474,331,662,26605,812,331,812,737,406,8348,662,1068,1068,331,0,0,0,0,0,2300,0,0,1728,192,0
2318,0,0,0,0,0,924,1683,1142,405,1330,518,825,1488,30230,1330,1217,811,859,1070,1141,736,1142,2172,1122,1142,0,0,148,3272,1419,331,1399,1399,1399,331,28320,1399,812,331,1068,406,4497,1068,993,1068,1805,0,0,0,0,0,4227,0,0,1068,0,0
1281,0,0,0,0,0,1117,1192,857,233,120,857,7321,526,27190,932,1789,1345,1426,1856,1552,2000,564,2495,9630,1782,0,0,74,4395,1494,406,737,406,1068,1143,28705,7373,1143,737,1399,737,8400,6853,1143,812,737,0,0,0,0,0,2226,0,0,622,192,0
1486,0,0,0,0,0,480,1110,811,736,405,1142,1142,554,26035,480,1961,1696,1009,1624,1473,736,480,1550,2329,811,0,0,74,2333,336,1068,1805,812,737,0,28510,1880,1880,662,1474,331,3032,812,737,0,1474,0,0,0,0,0,2169,0,0,108,0,0
74,0,0,0,0,0,1585,1292,1376,1301,857,1263,7316,6655,25285,1188,442,1458,1426,1304,1077,2038,564,2573,2940,1707,0,0,74,6078,1083,1474,0,1143,737,812,29845,1143,1474,406,406,0,6065,7259,737,1068,8402,0,0,0,0,0,0,0,0,939,0,0
2473,0,0,0,0,0,479,1216,479,885,1622,1291,1216,1291,21888,1216,1377,1560,1271,1327,1805,1622,885,9047,1776,1216,0,0,0,2999,747,737,331,406,406,6228,31365,1143,406,1068,1068,1068,5051,406,737,1143,0,0,0,0,0,0,4213,0,0,1486,0,0
3634,0,0,0,0,0,1255,518,924,518,849,1661,849,1478,26990,5936,2312,1560,896,1842,1032,29669,849,1872,1563,187,0,0,74,3440,822,6501,737,406,1068,737,27180,1068,737,406,7203,1143,11072,331,6209,662,3149,0,0,0,0,0,6373,0,0,966,0,677
1355,0,0,0,0,0,1216,885,1622,1622,1622,148,1291,554,23565,994,1291,1054,672,841,845,14577,810,4129,4244,1366,0,0,0,2812,411,0,1068,1068,737,322,29270,2127,737,1068,747,1068,4291,1068,1467,1143,1068,0,0,0,0,0,2226,0,0,439,192,929
822,0,0,0,0,0,1255,1624,41842,999,1255,999,747,750,21105,1661,1481,2318,485,1645,1826,47563,1661,1300,3479,924,0,0,148,4098,1083,925,662,5841,6214,812,30261,737,6816,11115,6954,5352,13021,13102,1667,406,11644,0,0,0,0,0,1807,0,0,874,0,1346
881,0,0,0,0,0,1211,1116,1594,782,1336,1336,1411,1005,29660,1005,1508,1832,1426,1291,1357,32060,857,1188,2760,1594,0,0,74,4983,1494,1068,1474,1068,737,6201,26425,6599,1474,406,1324,812,4688,951,1477,662,2819,0,0,0,0,0,769,0,0,2157,192,870
2031,0,0,0,0,0,874,948,74,1142,1217,1142,1771,2012,23185,811,1142,818,934,1885,768,22501,74,2208,2481,1548,0,0,74,1741,411,883,1474,1143,737,737,26230,406,331,906,1251,1643,5815,5581,1146,737,4649,0,0,0,0,0,2651,0,0,845,0,870
748,0,0,0,0,0,1078,1263,639,1188,782,932,1113,1188,28505,1263,2251,1627,604,2372,1484,42875,1707,5315,3574,1632,0,0,74,5517,411,1390,331,406,737,1461,31355,1359,331,575,1581,1974,6102,2005,1074,1474,3065,0,0,0,0,0,1811,0,0,1798,0,1564
1960,0,0,0,0,0,1290,1550,628,222,1290,1696,1176,1580,27375,1034,1203,872,1270,2030,809,40388,628,2214,4622,884,0,0,74,4405,1158,0,737,1068,812,737,27945,1689,406,579,1250,1291,3935,5707,1915,1068,3064,0,0,0,0,0,3735,0,0,1415,0,1971
748,0,0,0,0,0,519,1319,1181,1181,1587,519,1906,1575,21675,519,1094,1420,1306,853,700,40911,1181,1113,734,27623,0,0,74,3588,1083,5788,1143,1068,331,1143,28135,406,513,662,7282,1143,2788,1627,6221,1068,5016,0,0,0,0,0,1807,0,0,982,0,2333
1668,0,0,0,0,0,1070,885,1622,1216,479,1622,810,1445,25465,1398,1352,1892,411,2138,1804,28713,554,1529,2173,26073,0,0,0,6498,411,1683,406,406,1474,737,31545,993,737,906,2252,5852,6823,662,2385,1474,7937,0,0,0,0,0,2440,0,0,1159,192,2398
2392,0,0,0,0,0,1181,1181,1181,519,1181,519,1729,1398,22620,1357,1502,1171,1083,1065,2183,14711,519,4711,3166,28060,0,0,148,3440,822,1474,331,737,737,5464,31370,1054,406,1643,2184,406,10277,6703,2130,406,1632,0,0,0,0,0,4157,0,0,1827,0,1994
955,0,0,0,0,0,1627,1551,1594,33309,1336,674,1886,1397,27570,1005,1662,2164,679,2958,2891,32984,931,1691,3849,10795,0,0,74,5388,1755,1393,737,6097,662,331,34768,2112,6416,5929,6672,575,18875,2361,1402,1143,12550,0,0,0,0,0,769,0,0,1680,192,1592
1415,0,0,0,0,0,1205,1473,1142,1142,1067,480,811,1255,21670,1473,1137,1386,1681,1220,1325,22453,1953,2829,5392,23268,0,0,74,2520,1083,978,737,331,662,1845,32700,2571,662,906,696,169,3732,3068,1814,331,3419,0,0,0,0,0,2391,0,0,1136,0,1962
748,0,0,0,0,0,1801,1251,782,932,1188,1519,1518,1724,28320,1301,1385,2539,604,454,1484,12388,1188,4479,2253,33056,0,0,148,4769,672,1994,1068,812,1143,1947,29265,1805,993,834,1285,1568,9247,3903,1071,331,5986,0,0,0,0,0,1807,0,0,1911,0,2332
2564,0,0,0,0,0,1142,1769,1696,959,1142,1548,799,811,27375,1142,2109,1934,1345,1624,736,34530,1696,3232,4684,12257,0,0,74,3369,1083,922,331,812,812,1068,35925,1604,1474,500,1766,1646,3945,4234,1585,1805,2945,0,0,0,0,0,4045,0,0,894,192,2184
822,0,0,0,0,0,1292,1321,564,1707,1376,1376,1849,1836,21485,970,1926,883,1762,567,822,20998,895,2660,1158,22774,0,0,74,7274,1158,406,737,331,331,560,29470,1399,1325,578,514,239,4920,3628,1585,1474,4914,0,0,0,0,0,1807,0,0,1117,0,2054
2777,0,0,0,0,0,1106,885,1291,1547,960,148,1433,1622,21110,810,1617,2020,747,2402,1477,41624,810,4552,3731,41690,0,0,0,2738,1494,406,331,406,1474,1387,28510,1209,1431,645,1061,172,8047,4909,732,737,2923,0,0,0,0,0,4623,0,0,2007,192,3215
822,0,0,0,0,0,850,444,519,1181,444,2349,925,1398,23691,7097,1994,6591,524,8889,1885,42759,850,2081,3356,13742,0,0,74,3627,1494,737,32407,331,1068,560,25275,1211,918,570,1101,976,2710,4421,697,737,2432,0,0,0,0,0,1833,0,0,845,0,2228
1145,0,0,0,0,0,6490,1411,1080,1005,674,268,1971,1411,20905,1518,7551,7636,942,6524,2305,43412,1005,1957,8957,14865,0,0,148,6128,336,1376,737,1068,737,406,26638,1474,0,831,2090,0,5790,4162,2725,25944,662,0,0,0,0,0,917,0,0,2147,192,3179
1570,0,0,0,0,0,924,7493,886,1548,924,924,1330,924,23380,518,1461,1630,1270,2448,2367,11822,886,2155,4384,11726,0,0,74,3272,747,1072,1474,331,737,1427,32125,662,737,906,588,1143,3597,2102,1071,9049,1048,0,0,0,0,0,2375,0,0,547,0,944
1271,0,0,0,0,0,1502,932,451,639,1188,451,451,845,22240,1263,1108,1101,1837,1858,1958,31546,857,5882,1521,12025,0,0,148,4021,747,737,0,1143,331,229,24340,777,737,1143,1101,1075,5891,3622,2217,9270,3190,0,0,0,0,0,1881,0,0,1467,192,2110
1983,0,0,0,0,0,1149,1643,74,811,1142,736,7312,625,24525,811,1712,2191,1009,2367,1584,23513,736,4886,5627,12086,0,0,74,2407,1158,1569,737,1068,1143,1781,28130,635,1143,981,770,662,4027,3060,996,11914,5652,0,0,0,0,0,3825,0,0,871,0,1564
748,0,0,0,0,0,1689,1609,639,1301,857,1188,1737,1548,29460,1263,1634,1468,1426,2784,2253,22925,1301,7540,7503,24136,0,0,74,6152,747,1033,737,406,1143,1833,27375,1936,1143,1237,1433,1560,4380,5645,2142,11520,5175,0,0,0,0,0,1807,0,0,2014,0,2110
2683,0,0,0,0,0,408,1945,148,1547,810,148,1838,2171,22430,554,1805,1373,1607,2138,661,31817,148,3444,3800,12769,0,0,0,2925,747,984,0,737,406,737,25100,1604,1068,1312,1431,1206,4769,5267,1250,3455,2401,0,0,0,0,0,4512,0,0,1929,0,1971
74,0,0,0,0,0,1681,1496,1661,1255,1586,924,506,1472,25660,700,2318,2309,821,1774,1954,42936,518,6099,4175,10752,0,0,0,4846,747,737,1474,737,737,1273,29080,879,844,976,1405,1051,6848,1959,1104,3783,6417,0,0,0,0,0,0,0,0,1739,0,1957
1555,0,0,0,0,0,1054,885,554,1291,885,479,1027,1649,26420,1243,2162,3060,1158,1767,1735,42062,885,3729,5245,32301,0,0,74,2738,672,1143,1068,331,1143,635,25285,2022,1100,737,1739,1366,10916,6539,1207,3032,4255,0,0,0,0,0,2599,0,0,2132,192,2489
148,0,0,0,0,0,912,1255,924,35666,924,1462,1255,1153,28677,962,1088,1559,1568,2359,3061,24843,924,4162,5752,62905,0,0,74,4285,822,1760,4625,1068,5732,1833,29116,1143,2034,1476,8439,6398,5548,2954,12378,6539,3534,0,0,0,0,0,0,0,0,979,0,3059
1229,0,0,0,0,0,1411,885,23047,526,1411,1005,1005,1005,23575,1005,2549,1723,1426,1644,1307,29016,857,3794,4194,65848,0,0,148,4870,1158,1451,0,6834,5732,331,29400,1936,5860,1078,4063,1314,2521,3786,4649,4600,5905,0,0,0,0,0,1807,0,0,1498,192,5702
2273,0,0,0,0,0,1208,1158,1142,405,480,1142,1358,1678,20905,405,1468,1386,1009,2470,2166,12058,1142,1319,3821,36693,0,0,74,1667,336,1123,331,1143,1068,331,31175,1041,662,1974,1935,831,6627,6595,1083,4732,4013,0,0,0,0,0,3743,0,0,730,0,2142
822,0,0,0,0,0,1757,1429,1707,451,526,526,680,526,25475,857,1420,2446,1015,2310,1344,23300,857,3486,3916,34914,0,0,148,5217,1083,1645,1474,737,1143,1667,23760,2009,406,1075,1615,831,5183,4462,2407,5172,5510,0,0,0,0,0,1807,0,0,1385,0,3452
2296,0,0,0,0,0,1744,1744,959,959,884,1290,959,2354,26805,1290,1616,1454,859,1293,1546,12193,959,2984,3867,23026,0,0,0,4331,1569,1522,812,662,812,2206,30410,891,1474,1474,2576,406,2832,5677,1071,5812,4379,0,0,0,0,0,4387,0,0,946,0,1564
674,0,0,0,0,0,665,850,850,775,519,519,3638,2562,16540,850,932,763,484,1443,1215,23497,519,4361,2347,32417,0,0,0,3588,672,1234,331,812,737,1622,23185,1394,1143,243,1286,1237,3071,6170,1405,9110,5903,0,0,0,0,0,1807,0,0,763,0,2434
