,Reconstruction_error,True_class
0,-3.0667660236358643,0
1,-1.7783507108688354,0
2,-0.6264023780822754,0
3,-3.14105823636055,0
4,2.2433346271514893,0
5,8.260592174530029,0
6,62.02937828302383,0
7,-1.7758723258972169,0
8,31.813143920898437,0
9,-0.015815484523773193,0
10,-0.8787341117858887,0
11,84.76504192352294,0
12,-1.512380275130272,0
13,1.151116532087326,0
14,-0.8499655723571777,0
15,64.39835162162781,0
16,-1.0389373421669006,0
17,0.9868938326835632,0
18,54.46700277328491,0
19,59.89835615158081,0
20,0.8367788195610046,0
21,-0.9298240423202515,0
22,-0.903973200917244,0
23,51.62005639076233,0
24,-2.1011437654495237,0
25,-1.8324514031410217,0
26,-1.959664273262024,0
27,70.12032546997071,0
28,-2.610669958591461,0
29,-2.5238990068435667,0
30,22.380332374572752,0
31,-1.1101320505142211,0
32,-3.5950449466705323,0
33,69.5163758277893,0
34,0.9011625349521637,0
35,-3.742311143875122,0
36,53.83230109214783,0
37,-3.2460559844970702,0
38,1.6963481068611146,0
39,-4.388061809539795,0
40,61.038070869445804,0
41,-4.17077522277832,0
42,-4.6934418201446535,0
43,-4.165598297119141,0
44,60.09883062839508,0
45,-3.892020416259766,0
46,-1.6472704648971557,0
47,47.49514994621277,0
48,21.056677627563477,0
49,-4.0120172023773195,0
50,-2.725667119026184,0
51,43.775789451599124,0
52,-3.693808746337891,0
53,-3.1815248012542723,0
54,-2.9685802459716797,0
55,61.107599544525144,0
56,16.158913564682006,0
57,-2.037165307998657,0
58,-3.802789258956909,0
59,-2.163730812072754,0
60,-4.297023677825928,0
61,-3.4481560945510865,0
62,42.633948802948,0
63,-4.3413169384002686,0
64,24.978484177589415,0
65,47.6329478263855,0
66,-4.615159273147583,0
67,-4.521343326568603,0
68,-1.3929471135139466,0
69,-3.5905808925628664,0
70,-3.4298998355865478,0
71,52.042778444290164,0
72,-4.71554970741272,0
73,58.49600486755371,0
74,-1.9007949829101562,0
75,13.20263738632202,0
76,-3.8135079383850097,0
77,52.71019139289856,0
78,-2.488733541965485,0
79,0.6049058198928833,0
80,72.76477031707763,0
81,-1.086602783203125,0
82,36.01217765808106,0
83,-1.6793906569480896,0
84,-4.0127841353416445,0
85,-4.992794227600098,0
86,-4.940887069702148,0
87,-3.5269052982330322,0
88,-4.19969539642334,0
89,-4.562379789352417,0
90,-3.221847343444824,0
91,-2.2038050651550294,0
92,-4.842879152297973,0
93,-3.5179893016815185,0
94,-4.400137728452682,0
95,-4.780811452865601,0
96,-4.357122325897217,0
97,-3.451131534576416,0
98,-4.4203715324401855,0
99,-4.358997249603272,0
100,-1.251965868473053,0
101,-3.602732515335083,0
102,-3.5247776985168455,0
103,-2.612321949005127,0
104,-4.786027097702027,0
105,10.649509811401368,0
106,-2.297659492492676,0
107,11.368753623962402,0
108,-4.686018371582032,0
109,68.70106210708619,0
110,-3.322075438499451,0
111,-0.6893013775348663,0
112,16.173042869567873,0
113,-4.379173612594604,0
114,-4.0015308380126955,0
115,-2.0447802543640137,0
116,23.555441093444824,0
117,63.92223448753357,0
118,-1.9830387830734253,0
119,59.2958381652832,0
