index,172.20.1.164,172.20.2.148,172.20.2.151,172.20.1.170,172.20.2.149,172.20.1.165,172.20.1.171,172.20.2.152,172.20.1.166,172.20.1.172,172.20.2.153,172.20.1.168,172.20.2.154,172.20.1.173,172.20.1.167,172.20.2.150,172.20.2.155,172.20.1.169,label,target
1,4140.333333333333,4741.666666666667,4700.0,39840.666666666664,3991.0,5300.333333333333,5706.666666666667,5320.0,5017.0,52166.666666666664,4211.666666666667,4685.0,11135.0,7912.333333333333,7087.333333333333,6989.333333333333,4753.333333333333,5423.0,0,
2,4140.333333333333,4741.666666666667,4700.0,39840.666666666664,3991.0,5300.333333333333,5706.666666666667,5320.0,5017.0,52166.666666666664,4211.666666666667,4685.0,11135.0,7912.333333333333,7087.333333333333,6989.333333333333,4753.333333333333,5423.0,0,
3,4140.333333333333,4741.666666666667,4700.0,39840.666666666664,3991.0,5300.333333333333,5706.666666666667,5320.0,5017.0,52166.666666666664,4211.666666666667,4685.0,11135.0,7912.333333333333,7087.333333333333,6989.333333333333,4753.333333333333,5423.0,0,
4,39178.333333333336,4091.0,3880.6666666666665,39597.333333333336,3745.3333333333335,5069.333333333333,5436.666666666667,3279.0,4538.0,4722.333333333333,3855.6666666666665,4995.666666666667,3795.3333333333335,5096.333333333333,5561.666666666667,2973.0,4457.0,5435.0,0,
5,39606.666666666664,3820.3333333333335,4236.666666666667,5001.666666666667,3354.0,5623.0,5573.666666666667,3389.3333333333335,4754.0,5251.0,3966.0,5281.0,4186.666666666667,39575.666666666664,5042.333333333333,2752.3333333333335,4161.333333333333,5030.0,0,
6,39703.666666666664,3820.3333333333335,4482.333333333333,4127.0,3048.0,5699.666666666667,5300.333333333333,3966.0,4443.666666666667,5244.666666666667,4016.0,5255.666666666667,4246.666666666667,38753.333333333336,5008.666666666667,3193.6666666666665,3940.6666666666665,5691.666666666667,0,
7,4626.333333333333,4307.666666666667,4274.0,4437.333333333333,3268.6666666666665,5611.666666666667,4800.666666666667,4925.333333333333,4653.0,36026.666666666664,3770.3333333333335,5282.0,6713.666666666667,38681.0,4757.333333333333,4130.666666666667,4249.666666666667,5402.0,0,
8,4543.0,4495.666666666667,4727.0,5231.333333333333,3685.0,5511.0,4417.666666666667,5803.666666666667,4674.0,79254.66666666667,3880.6666666666665,4379.0,9361.666666666666,5306.333333333333,5054.0,4918.666666666667,4585.666666666667,5793.666666666667,0,
9,4508.0,4798.666666666667,6758.666666666667,5845.333333333333,3930.6666666666665,8988.666666666666,3842.3333333333335,8575.333333333334,4540.0,125380.0,2898.0,4602.0,14393.666666666666,6545.333333333333,5483.333333333333,5436.333333333333,4899.333333333333,5319.333333333333,0,
10,5380.333333333333,5966.0,7519.0,8304.666666666666,15718.666666666666,9371.666666666666,6442.666666666667,10568.333333333334,7118.666666666667,188889.66666666666,2784.0,6422.333333333333,22001.333333333332,10619.666666666666,6237.333333333333,6461.333333333333,4814.333333333333,6889.666666666667,0,
11,4840.666666666667,5806.666666666667,7444.333333333333,9047.0,15854.0,11691.333333333334,7067.333333333333,11382.333333333334,6402.333333333333,210804.66666666666,2623.6666666666665,6950.666666666667,26565.666666666668,11969.0,6798.666666666667,6903.666666666667,5729.666666666667,7219.666666666667,0,
12,4369.333333333333,6854.0,6241.0,9864.666666666666,17483.0,7488.666666666667,8388.666666666666,10488.0,7158.0,250059.0,6793.666666666667,7021.0,31745.0,13919.333333333334,8814.0,6682.666666666667,6388.333333333333,7026.0,0,
13,5344.666666666667,6995.333333333333,6136.333333333333,9298.333333333334,5770.0,7406.333333333333,6130.666666666667,10542.0,4840.0,251892.66666666666,14698.0,5187.333333333333,32165.0,16354.666666666666,9825.0,7003.0,6957.666666666667,5298.333333333333,0,
14,5977.666666666667,7509.0,6804.666666666667,9857.333333333334,8645.0,5100.666666666667,6902.666666666667,12568.666666666666,4867.333333333333,276703.6666666667,20915.333333333332,5880.333333333333,34429.666666666664,20149.666666666668,9935.0,7448.666666666667,6851.0,5147.333333333333,0,
15,6284.333333333333,7568.666666666667,6728.0,10796.0,7016.0,5423.666666666667,6648.0,11758.0,4302.0,268380.3333333333,24521.333333333332,5344.666666666667,33960.333333333336,25218.0,8738.0,8851.0,6990.333333333333,5337.0,0,
16,6074.0,7227.0,7141.333333333333,10743.0,10232.666666666666,8786.666666666666,10828.333333333334,12023.0,4591.0,279524.3333333333,29920.333333333332,5017.666666666667,35957.0,27092.666666666668,9031.333333333334,8238.333333333334,7579.333333333333,5754.666666666667,0,
17,6361.333333333333,7390.666666666667,6705.666666666667,11910.666666666666,10942.333333333334,8099.333333333333,11569.333333333334,10819.0,5025.666666666667,304430.3333333333,34445.0,4880.666666666667,40050.333333333336,31615.666666666668,10027.666666666666,9146.0,7930.333333333333,6904.333333333333,0,
18,7261.333333333333,7548.333333333333,7101.0,12654.666666666666,10451.0,9623.666666666666,13685.666666666666,11258.333333333334,6067.666666666667,297656.0,41836.666666666664,4730.333333333333,41146.0,35860.666666666664,44351.333333333336,9088.666666666666,7753.0,6489.666666666667,0,
