172.20.0.0,172.20.1.164,172.20.1.165,172.20.1.166,172.20.1.167,172.20.1.168,172.20.1.169,172.20.1.170,172.20.1.171,172.20.1.172,172.20.1.173,172.20.1.210,172.20.1.215,172.20.2.148,172.20.2.149,172.20.2.150,172.20.2.151,172.20.2.152,172.20.2.153,172.20.2.154,172.20.2.155,172.20.2.168,172.20.2.169,172.20.2.212,172.20.2.217,172.20.2.218,172.20.2.226,172.20.1.211,172.20.2.228
2511,775,811,1365,5351,924,1217,798,1548,38154,6989,15015,859,916,1399,10559,1409,2070,812,10683,1582,546,796,148,2366,336,17115,4272,0
955,599,1263,519,1687,782,895,1656,1548,65524,2486,16530,679,2566,406,2160,1906,3072,1068,8760,655,0,2758,74,2532,0,15015,1434,192
2192,187,1256,662,1580,736,1622,1056,1805,22503,2863,13695,410,1087,812,879,1312,1811,662,4607,845,0,1092,148,1622,1083,16155,3263,0
555,1005,1291,1217,331,0,775,1361,1005,20371,810,10645,867,406,812,662,629,1562,737,1654,547,0,953,74,1844,336,14260,0,192
2505,480,850,1338,960,1953,1622,329,1255,930,1330,12355,1568,0,662,737,1880,737,1399,331,1493,0,0,148,2031,411,18830,3387,0
674,639,959,553,1587,519,1255,1228,268,405,1291,13705,524,1143,737,406,406,1143,331,1143,331,0,74,0,2503,1905,12165,1811,0
474,406,1707,895,1290,1336,1005,103061,924,406,593,12360,1642,1805,331,331,1399,406,0,812,1068,0,0,0,134096,747,17310,1434,0
2276,113,405,1290,1301,1661,811,1696,930,1142,1005,14455,449,737,662,1068,406,737,1399,406,1143,0,74,74,2440,1158,15965,3902,0
1155,1622,451,519,1290,599,857,1301,444,849,811,13695,1426,1143,1068,737,737,737,812,331,406,0,0,74,2606,1158,14835,1807,192
2456,999,811,2028,564,480,1365,688,1474,599,857,12360,1270,737,812,662,737,331,737,737,2230,0,0,148,2521,672,19205,2938,0
955,1005,885,737,811,1263,850,662,331,1735,811,12560,867,331,1474,1143,331,0,1143,1068,0,0,74,74,1548,1494,15020,1508,192
2486,1255,850,857,1068,1143,479,1263,1661,1336,775,11980,746,737,331,812,1068,737,1068,737,331,0,0,74,2229,822,19580,4967,0
3876,1263,959,1142,1181,775,850,1142,1336,261,599,14075,942,1068,1068,406,737,737,662,662,1068,0,74,148,2338,1083,15590,5852,192
