index,172.20.1.164,172.20.2.148,172.20.2.151,172.20.1.170,172.20.2.149,172.20.1.165,172.20.1.171,172.20.2.152,172.20.1.166,172.20.1.172,172.20.2.153,172.20.1.168,172.20.2.154,172.20.1.173,172.20.1.167,172.20.2.150,172.20.2.155,172.20.1.169,label,target
1,34.0,41.0,70.0,37.0,43.0,56.0,71.0,74.0,44.0,187.0,48.0,44.0,117.0,58.0,68.0,69.0,57.0,62.0,0,
2,39.0,53.0,35.0,182.0,34.0,45.0,47.0,35.0,57.0,35.0,28.0,49.0,33.0,48.0,70.0,34.0,49.0,55.0,0,
3,52.0,38.0,31.0,59.0,44.0,63.0,65.0,35.0,50.0,58.0,44.0,52.0,37.0,49.0,54.0,30.0,35.0,53.0,0,
4,190.0,33.0,40.0,41.0,32.0,46.0,63.0,32.0,39.0,55.0,34.0,54.0,38.0,62.0,52.0,31.0,39.0,58.0,0,
5,49.0,51.0,45.0,41.0,24.0,59.0,49.0,39.0,63.0,51.0,34.0,58.0,43.0,187.0,47.0,28.0,38.0,43.0,0,
6,62.0,38.0,38.0,34.0,32.0,61.0,55.0,48.0,38.0,60.0,46.0,51.0,41.0,25.0,54.0,42.0,29.0,68.0,0,
7,32.0,42.0,40.0,47.0,38.0,43.0,52.0,61.0,48.0,123.0,27.0,57.0,57.0,48.0,52.0,53.0,53.0,57.0,0,
8,49.0,47.0,56.0,51.0,38.0,56.0,40.0,63.0,62.0,123.0,33.0,31.0,88.0,50.0,49.0,50.0,56.0,53.0,0,
9,58.0,37.0,59.0,48.0,39.0,84.0,35.0,77.0,35.0,175.0,18.0,57.0,83.0,33.0,63.0,54.0,45.0,57.0,0,
10,57.0,64.0,62.0,66.0,125.0,59.0,81.0,94.0,76.0,293.0,23.0,70.0,144.0,77.0,57.0,73.0,52.0,61.0,0,
11,36.0,42.0,52.0,72.0,42.0,66.0,54.0,69.0,42.0,210.0,32.0,45.0,115.0,60.0,65.0,54.0,84.0,63.0,0,
12,46.0,67.0,63.0,65.0,64.0,44.0,72.0,93.0,57.0,263.0,72.0,61.0,146.0,56.0,77.0,42.0,74.0,53.0,0,
13,80.0,66.0,65.0,90.0,41.0,45.0,60.0,119.0,54.0,262.0,98.0,59.0,143.0,110.0,80.0,72.0,80.0,183.0,0,
14,49.0,58.0,61.0,84.0,72.0,85.0,71.0,83.0,45.0,261.0,87.0,64.0,117.0,94.0,70.0,56.0,85.0,62.0,0,
15,28.0,74.0,58.0,84.0,39.0,47.0,66.0,75.0,43.0,258.0,93.0,46.0,145.0,108.0,84.0,77.0,80.0,58.0,0,
16,71.0,66.0,72.0,81.0,64.0,92.0,133.0,120.0,61.0,291.0,138.0,43.0,168.0,138.0,86.0,61.0,98.0,60.0,0,
17,58.0,57.0,61.0,104.0,84.0,41.0,101.0,95.0,54.0,334.0,122.0,57.0,175.0,155.0,90.0,85.0,97.0,96.0,0,
18,62.0,62.0,67.0,98.0,25.0,80.0,121.0,91.0,73.0,214.0,159.0,41.0,130.0,155.0,201.0,70.0,79.0,44.0,0,
19,62.0,58.0,74.0,110.0,83.0,62.0,265.0,91.0,56.0,253.0,183.0,64.0,141.0,155.0,61.0,67.0,90.0,76.0,0,
20,81.0,72.0,77.0,119.0,42.0,61.0,105.0,96.0,39.0,296.0,172.0,43.0,173.0,222.0,111.0,78.0,91.0,60.0,0,
21,54.0,42.0,41.0,132.0,86.0,87.0,154.0,114.0,52.0,364.0,215.0,62.0,144.0,188.0,91.0,63.0,106.0,92.0,0,
22,79.0,46.0,67.0,95.0,30.0,47.0,131.0,92.0,42.0,238.0,226.0,48.0,177.0,220.0,100.0,83.0,102.0,52.0,0,
23,67.0,51.0,70.0,135.0,59.0,78.0,151.0,117.0,45.0,261.0,226.0,34.0,140.0,223.0,92.0,75.0,98.0,77.0,0,
24,78.0,66.0,80.0,111.0,50.0,66.0,153.0,93.0,71.0,362.0,204.0,60.0,213.0,206.0,114.0,89.0,99.0,86.0,0,
25,74.0,70.0,74.0,121.0,104.0,74.0,141.0,141.0,71.0,370.0,228.0,64.0,187.0,230.0,94.0,87.0,112.0,55.0,0,
26,69.0,65.0,80.0,136.0,47.0,92.0,183.0,129.0,71.0,404.0,238.0,55.0,211.0,215.0,106.0,103.0,118.0,80.0,0,
27,86.0,58.0,79.0,131.0,73.0,63.0,160.0,118.0,56.0,353.0,213.0,64.0,191.0,220.0,85.0,72.0,112.0,65.0,0,
28,76.0,57.0,92.0,138.0,79.0,95.0,184.0,130.0,58.0,322.0,264.0,52.0,180.0,221.0,119.0,81.0,119.0,71.0,0,
29,80.0,59.0,87.0,163.0,78.0,181.0,181.0,127.0,57.0,344.0,297.0,51.0,187.0,287.0,113.0,98.0,119.0,68.0,0,
30,81.0,71.0,90.0,129.0,66.0,66.0,192.0,168.0,53.0,461.0,293.0,51.0,201.0,237.0,104.0,113.0,128.0,92.0,0,
31,80.0,63.0,100.0,269.0,82.0,61.0,156.0,163.0,46.0,504.0,279.0,64.0,266.0,259.0,117.0,115.0,141.0,81.0,0,
32,86.0,52.0,71.0,134.0,96.0,50.0,159.0,166.0,57.0,434.0,251.0,71.0,215.0,205.0,96.0,97.0,126.0,88.0,0,
33,85.0,84.0,93.0,163.0,90.0,84.0,200.0,138.0,62.0,490.0,329.0,62.0,263.0,298.0,117.0,116.0,164.0,69.0,0,
34,85.0,64.0,86.0,156.0,84.0,72.0,201.0,175.0,74.0,473.0,307.0,62.0,244.0,244.0,112.0,109.0,131.0,97.0,0,
35,88.0,75.0,88.0,158.0,83.0,99.0,183.0,192.0,68.0,534.0,304.0,47.0,244.0,402.0,127.0,96.0,171.0,74.0,0,
36,85.0,80.0,87.0,141.0,62.0,104.0,174.0,176.0,64.0,545.0,274.0,55.0,279.0,266.0,120.0,117.0,144.0,71.0,0,
37,66.0,78.0,94.0,168.0,93.0,87.0,215.0,206.0,63.0,574.0,297.0,69.0,303.0,278.0,125.0,109.0,161.0,83.0,0,
