index,172.20.1.164,172.20.2.148,172.20.2.151,172.20.1.170,172.20.2.149,172.20.1.165,172.20.1.171,172.20.2.152,172.20.1.166,172.20.1.172,172.20.2.153,172.20.1.168,172.20.2.154,172.20.1.173,172.20.1.167,172.20.2.150,172.20.2.155,172.20.1.169,label,target
1,5006,7193,13053,5964,8170,9720,12531,13978,7517,40909,9120,7517,25133,12022,19318,22690,9769,10628,0,
2,6490,10070,6650,141963,6460,7405,7476,6650,9144,5691,5320,7856,6270,7859,11653,6460,8950,9073,0,
3,8851,7220,5890,10416,8360,10470,10896,6650,8278,9636,8360,8960,7030,7972,9340,5700,6479,8539,0,
4,143120,6270,7600,6806,6080,7518,11243,6080,6258,8764,6460,9231,7220,10403,8426,5890,7050,10604,0,
5,8274,9690,8550,6385,4560,9756,7547,7410,10330,8422,6460,9264,8170,142496,7546,5320,7049,6755,0,
6,10210,7220,7220,5659,6080,10484,9491,9120,6493,9296,8740,8654,7790,3528,9115,7980,5339,11961,0,
7,5044,7802,7514,6767,7220,7025,8426,12861,7434,22754,5130,9260,11872,7675,10637,11340,9030,9028,0,
8,8281,9552,11171,8840,7220,9256,6146,12076,10558,23687,6270,4970,17697,7922,9878,12085,9579,9157,0,
9,9264,6692,14829,7648,7410,22001,5737,18024,5498,34298,3420,9801,15835,4886,14594,12817,7734,9376,0,
10,9794,11338,12096,12623,49439,9756,16495,18136,15766,64429,4390,13734,30704,18139,15921,18991,7830,12611,0,
11,5270,7490,10333,12438,7980,15080,8915,14515,6867,41974,6080,7514,27152,10127,15734,15398,14320,11011,0,
12,7402,13010,12289,9956,12292,7215,13570,18969,9961,55200,18864,10035,28151,9075,22591,11800,12319,8398,0,
13,13880,12432,12637,14525,7790,7077,9481,23844,8574,54001,25956,10104,29738,21015,23509,24683,12454,146644,0,
14,7560,10821,11948,14068,13842,19319,12658,16857,8042,50327,21286,11156,23563,18466,21143,18402,13821,10744,0,
15,5635,14003,11316,13423,7410,7290,11574,14183,6530,52079,21625,7054,29193,19865,21834,26268,12687,9402,0,
16,11291,12624,13306,13206,15860,20435,29118,25595,10688,59468,38813,7452,34182,27712,25938,20010,15614,10467,0,
17,9698,10146,11834,17231,16280,6568,17608,18998,9395,67070,29982,10117,37705,28711,27091,29720,15064,20189,0,
18,10758,11774,12412,15943,4750,14232,22423,18177,12184,44606,41702,6290,27255,30289,159169,25582,12133,7099,0,
19,9529,11131,14470,18599,19851,10637,161324,17752,9974,51352,44769,13242,29944,33335,20664,24321,13407,14056,0,
20,15122,12694,14900,19194,7980,10445,18922,18665,6304,58717,44997,6762,35761,43756,33110,31653,13350,9831,0,
21,8357,7532,8228,22364,16657,14978,29463,23021,8613,183760,54427,10343,29175,38071,27186,25579,15646,15822,0,
22,14117,8956,12381,15549,5700,8010,24118,17055,7137,46860,58974,8038,37480,42868,34132,31942,15211,8457,0,
23,11716,9034,13645,22351,11168,13418,28145,25431,8299,54099,59473,5017,28227,44175,30203,29120,14431,13880,0,
24,12876,12320,14539,17397,9503,11521,27766,17925,12009,72391,55577,10260,44482,41976,39598,35660,13973,15424,0,
