,Reconstruction_error,True_class,pred_label,adap_label,filter_label
0,2.3436288833618164,0,0,0.0,0.0
1,0.05936837196350098,0,0,0.0,0.0
2,3.9221480687459316,0,0,0.0,0.0
3,21.373132228851322,0,1,0.0,0.0
4,-0.18717460632324215,0,0,0.0,0.0
5,-1.4253067016601562,0,0,0.0,0.0
6,-1.5888475894927978,0,0,0.0,0.0
7,-4.254525303840636,0,0,0.0,0.0
8,-2.2575722694396974,0,0,0.0,0.0
9,0.4016273498535156,0,0,0.0,0.0
10,-1.4144315242767334,0,0,0.0,0.0
11,-1.6326762676239013,0,0,0.0,0.0
12,-1.628745174407959,0,0,0.0,0.0
13,-0.07021647691726685,0,0,0.0,0.0
14,-1.907473087310791,0,0,0.0,0.0
15,-3.8362192153930654,0,0,0.0,0.0
16,-3.5609876155853266,0,0,0.0,0.0
17,-3.561579132080078,0,0,0.0,0.0
18,-2.369542348384857,0,0,0.0,0.0
19,-2.2887577056884765,0,0,0.0,0.0
20,-4.884478235244751,0,0,0.0,0.0
21,-5.493092978000642,0,0,0.0,0.0
22,-5.989768314361572,0,0,0.0,0.0
23,-0.9990521430969238,0,0,0.0,0.0
24,-4.301707649230957,0,0,0.0,0.0
25,-5.741946697235107,0,0,0.0,0.0
26,-2.207763910293579,0,0,0.0,0.0
27,-2.9059367418289184,0,0,0.0,0.0
28,-4.369658136367798,0,0,0.0,0.0
29,-4.4532919883728015,0,0,0.0,0.0
30,-6.042231750488281,0,0,0.0,0.0
31,-4.026700973510741,1,0,0.0,0.0
32,8.975931930541993,1,0,0.0,0.0
33,6.157961082458496,1,0,0.0,0.0
34,-1.3445420861244202,1,0,0.0,0.0
35,4.471616649627687,0,0,0.0,0.0
36,-3.576927757263184,0,0,0.0,0.0
37,-5.4006025314331065,0,0,0.0,0.0
38,-3.5179594993591308,0,0,0.0,0.0
39,-3.2177670955657964,0,0,0.0,0.0
40,-2.514398288726807,0,0,0.0,0.0
41,-6.493015956878662,0,0,0.0,0.0
42,-4.612971687316895,0,0,0.0,0.0
43,-5.4747281074523935,0,0,0.0,0.0
44,-5.077121925354004,0,0,0.0,0.0
45,-5.883755207061768,0,0,0.0,0.0
46,-5.748314571380615,0,0,0.0,0.0
47,-3.739673614501953,0,0,0.0,0.0
48,-6.423642826080322,0,0,0.0,0.0
49,-4.145865869522095,0,0,0.0,0.0
50,-4.169960784912109,0,0,0.0,0.0
51,-0.13205251693725584,0,0,0.0,0.0
52,-5.17949686050415,0,0,0.0,0.0
53,-3.86773943901062,0,0,0.0,0.0
