,Unnamed: 0,Reconstruction_error,True_class,pred_label,new_pred_label
0,0,3.0632817745208736,0,0,0
1,1,3.800246119499207,0,0,0
2,2,57.28091049194336,0,0,0
3,3,16.715060234069824,0,0,0
4,4,12.749552345275882,0,0,0
5,5,5.975370573997497,0,0,0
6,6,6.405410099029541,0,0,0
7,7,6.926219964027405,0,0,0
8,8,2027.081506347656,0,1,1
9,9,7.532371616363525,0,0,0
10,10,5.233419895172119,0,0,0
11,11,5.131620216369629,0,0,0
12,12,13.224730491638185,0,0,0
13,13,14.718999099731445,0,0,0
14,14,4.3418724775314335,0,0,0
15,15,6.954956412315369,0,0,0
16,16,12.691542339324949,0,0,0
17,17,12.544235610961914,0,0,0
18,18,11.411291885375974,1,0,0
19,19,20.238630485534667,1,0,0
20,20,20.391983795166016,1,0,0
21,21,27.92054557800293,0,0,0
22,22,13.514860916137696,0,0,0
23,23,23.855722045898442,0,0,0
24,24,12.685842800140383,0,0,0
25,25,28.177449035644532,0,0,0
26,26,15.61243724822998,0,0,0
27,27,34.03867416381836,0,0,0
28,28,12.435419654846195,0,0,0
29,29,5.083460927009583,0,0,0
30,30,26.959485054016113,0,0,0
31,31,26.82413940429688,0,0,0
32,32,2.321494030952453,0,0,0
33,33,30.058367919921874,0,0,0
34,34,20.53799324035645,0,0,0
35,35,41.919246673583984,0,0,0
36,36,1608.506640625,0,1,1
37,37,25.889942502975465,0,0,0
38,38,39.36263446807861,0,0,0
39,39,22.617350769042968,0,0,0
40,40,18.27006607055664,0,0,0
41,41,20.323034906387328,0,0,0
42,42,8.040723538398742,0,0,0
43,43,16.35748643875122,0,0,0
44,44,45.50525283813477,1,0,0
45,45,53.57685585021973,1,0,0
46,46,164.70457458496094,1,1,0
47,47,76.10909423828123,0,0,0
48,48,164.73367309570312,0,1,0
49,49,66.62336807250976,0,0,0
50,50,34.704999160766604,0,0,0
51,51,72.41034393310547,0,0,0
52,52,21.346773815155032,0,0,0
53,53,17.531930351257323,0,0,0
54,54,27.420756340026852,0,0,0
55,55,47.86151180267334,0,0,0
56,56,43.39324512481689,0,0,0
57,57,90.36182622909546,0,0,0
58,58,5.419023084640503,0,0,0
59,59,8.914059066772461,0,0,0
60,60,34.524238967895506,0,0,0
61,61,19.413856315612797,0,0,0
62,62,19.562680816650392,0,0,0
63,63,24.594096565246577,0,0,0
64,64,1608.4722534179687,0,1,1
65,65,13.538977241516113,0,0,0
66,66,20.402842140197755,0,0,0
67,67,11.860363149642945,0,0,0
68,68,67.03527526855468,0,0,0
69,69,30.56231670379639,0,0,0
70,70,109.49971885681153,0,0,0
71,71,51.93964395523072,1,0,0
72,72,171.35298767089844,1,1,0
73,73,152.72987823486332,1,1,0
74,74,302.64235897064214,1,1,0
75,75,51.95132637023926,0,0,0
76,76,23.77782440185547,0,0,0
77,77,70.5647964477539,0,0,0
78,78,23.868305778503423,0,0,0
79,79,62.69219779968262,0,0,0
80,80,122.58572998046877,0,1,0
81,81,123.03604049682615,0,1,0
82,82,48.425321197509774,0,0,0
83,83,52.95070037841797,0,0,0
84,84,62.53461318016052,0,0,0
85,85,48.147032737731934,0,0,0
86,86,11.08052487373352,0,0,0
87,87,19.709588146209718,0,0,0
88,88,11.176286023855207,0,0,0
89,89,23.138584756851195,0,0,0
90,90,11.474878621101382,0,0,0
91,91,61.24942016601562,0,0,0
92,92,1441.1563842773435,0,1,1
93,93,32.880851364135744,0,0,0
94,94,17.293412208557132,0,0,0
95,95,48.31104984283447,0,0,0
96,96,12.887877225875854,0,0,0
97,97,15.965664899349212,0,0,0
98,98,52.27341319918632,0,0,0
99,99,131.3668080329895,0,1,0
100,100,229.93196039199833,0,1,0
101,101,231.78329734802247,1,1,0
102,102,822.4724243164062,1,1,0
103,103,623.6286468505858,1,1,0
104,104,471.5223114013672,0,1,0
105,105,269.94069519042966,0,1,0
106,106,323.4239028930664,0,1,0
107,107,108.3974506378174,0,0,0
108,108,93.83261184692385,0,0,0
109,109,118.92955932617187,0,1,1
110,110,76.25843887329101,0,0,0
111,111,54.62657661437989,0,0,0
112,112,35.79608917236328,0,0,0
113,113,91.66373043060301,0,0,0
114,114,48.9167953491211,0,0,0
115,115,111.91953582763672,0,1,1
116,116,74.61583709716797,0,0,0
117,117,24.37797498703003,0,0,0
118,118,12.707900047302244,0,0,0
119,119,1629.661669921875,0,1,1
120,120,41.91825294494629,0,0,0
121,121,49.02477340698242,0,0,0
122,122,31.717423248291016,0,0,0
