,Unnamed: 0,Reconstruction_error,True_class,pred_label,new_pred_label
0,0,60.30282592773438,0,0,0
1,1,51.41525650024414,0,0,0
2,2,1239.6949462890625,0,1,0
3,3,36.39239501953125,0,0,0
4,4,30.03376426696777,0,0,0
5,5,38.18001022338867,0,0,0
6,6,38.225440979003906,0,0,0
7,7,35.58863220214844,0,0,0
8,8,2135.0424621582033,0,1,0
9,9,32.74435310363769,0,0,0
10,10,32.38286323547364,0,0,0
11,11,30.25090026855469,0,0,0
12,12,38.98104705810547,0,0,0
13,13,27.041856384277345,0,0,0
14,14,19.03667221069336,0,0,0
15,15,26.99392127990723,0,0,0
16,16,23.85904693603516,0,0,0
17,17,26.34228630065918,0,0,0
18,18,40.27326202392578,1,0,0
19,19,45.43185806274414,1,0,0
20,20,67.14702453613282,1,0,0
21,21,75.03156890869141,0,0,0
22,22,24.64146499633789,0,0,0
23,23,17.017466735839847,0,0,0
24,24,16.932303047180177,0,0,0
25,25,50.881253814697274,0,0,0
26,26,28.373049163818358,0,0,0
27,27,26.542336654663085,0,0,0
28,28,15.893595314025882,0,0,0
29,29,13.742563247680664,0,0,0
30,30,24.197906494140625,0,0,0
31,31,18.71236400604248,0,0,0
32,32,13.81161060333252,0,0,0
33,33,27.359625244140624,0,0,0
34,34,25.021793746948237,0,0,0
35,35,25.12857131958008,0,0,0
36,36,1820.3697570800784,0,1,0
37,37,10.949343872070312,0,0,0
38,38,28.75667381286621,0,0,0
39,39,22.757822036743164,0,0,0
40,40,9.82514009475708,0,0,0
41,41,12.900259399414065,0,0,0
42,42,21.401930236816405,0,0,0
43,43,23.372771072387696,0,0,0
44,44,42.691672134399404,1,0,0
45,45,41.325518798828135,1,0,0
46,46,45.79381790161133,1,0,0
47,47,25.16425895690918,0,0,0
48,48,25.67325553894043,0,0,0
49,49,20.530128479003906,0,0,0
50,50,27.58836898803711,0,0,0
51,51,26.288697052001954,0,0,0
52,52,23.569509506225586,0,0,0
53,53,17.35540771484375,0,0,0
54,54,23.790166091918945,0,0,0
55,55,27.341919326782225,0,0,0
56,56,18.285158920288087,0,0,0
57,57,26.3491153717041,0,0,0
58,58,9.153367710113523,0,0,0
59,59,28.465460586547852,0,0,0
60,60,23.330889892578124,0,0,0
61,61,19.203524780273444,0,0,0
62,62,8.673484611511231,0,0,0
63,63,15.657807350158693,0,0,0
64,64,1465.7364074707032,0,1,0
65,65,11.12300090789795,0,0,0
66,66,16.227496147155758,0,0,0
67,67,17.21112241744995,0,0,0
68,68,25.465104293823238,0,0,0
69,69,8.189927864074708,0,0,0
70,70,43.32170009613037,0,0,0
71,71,24.11096382141113,1,0,0
72,72,43.999344635009756,1,0,0
73,73,119.72822418212893,1,0,0
74,74,201.87945861816402,1,1,0
75,75,23.77122192382813,0,0,0
76,76,23.114982986450194,0,0,0
77,77,15.848262786865234,0,0,0
78,78,17.874973678588862,0,0,0
79,79,16.39246826171875,0,0,0
80,80,20.867143440246586,0,0,0
81,81,24.27586212158203,0,0,0
82,82,17.443297004699712,0,0,0
83,83,31.00685920715332,0,0,0
84,84,23.631410980224608,0,0,0
85,85,14.564386177062989,0,0,0
86,86,10.410073471069335,0,0,0
87,87,13.731110954284668,0,0,0
88,88,8.968029403686524,0,0,0
89,89,7.0828919410705575,0,0,0
90,90,16.24144630432129,0,0,0
91,91,23.862174606323247,0,0,0
92,92,1193.7524536132812,0,1,0
93,93,19.938559341430665,0,0,0
94,94,9.195656394958496,0,0,0
95,95,32.84372482299805,0,0,0
96,96,9.475576019287107,0,0,0
97,97,8.291117286682129,0,0,0
98,98,14.85527286529541,0,0,0
99,99,34.180404853820804,0,0,0
100,100,51.43766193389892,0,0,0
101,101,175.08701782226564,1,0,0
102,102,310.5996398925781,1,1,1
103,103,271.98858032226565,1,1,1
104,104,262.349951171875,0,1,1
105,105,127.1997314453125,0,0,0
106,106,114.85618209838869,0,0,0
107,107,41.503792572021474,0,0,0
108,108,37.21782836914063,0,0,0
109,109,29.886187744140624,0,0,0
110,110,42.67024993896485,0,0,0
111,111,20.588322830200195,0,0,0
112,112,19.240294647216803,0,0,0
113,113,67.65381469726563,0,0,0
114,114,33.030461120605466,0,0,0
115,115,34.755644989013675,0,0,0
116,116,25.407926940917967,0,0,0
117,117,45.04412231445313,0,0,0
118,118,15.454187393188475,0,0,0
119,119,1398.1946166992188,0,1,0
120,120,30.080619621276856,0,0,0
121,121,18.088306617736816,0,0,0
122,122,33.35588760375977,0,0,0
123,123,20.150947189331056,0,0,0
124,124,15.798937797546387,0,0,0
125,125,55.58380889892578,0,0,0
126,126,18.353240776062005,0,0,0
127,127,30.847792053222648,0,0,0
128,128,34.13530807495117,1,0,0
129,129,79.31395034790039,1,0,0
