index,172.20.1.164,172.20.2.148,172.20.2.151,172.20.1.170,172.20.2.149,172.20.1.165,172.20.1.171,172.20.2.152,172.20.1.166,172.20.1.172,172.20.2.153,172.20.1.168,172.20.2.154,172.20.1.173,172.20.1.167,172.20.2.150,172.20.2.155,172.20.1.169,label,target
1,8925,8360,7980,10719,8170,11280,9183,7410,7782,8425,5510,7447,9120,7025,13044,9500,9519,10744,0,
2,7849,5320,5890,13065,10070,8119,8235,7422,9115,6530,7220,8654,5320,5618,9801,6080,10090,137483,0,
3,5241,8360,9120,9344,6840,11772,9682,10450,6864,10441,9120,10020,10640,9112,7620,7600,6099,10375,0,
4,13556,8170,7790,10413,9690,7208,8433,12160,6455,9038,8930,9797,8930,8352,9115,8170,8189,13820,0,
5,9306,5700,6270,6148,8930,7824,145698,7058,9179,8233,10445,10474,10070,8433,10182,9880,9175,9228,0,
6,12541,7600,7980,8575,13300,4626,11733,6650,9112,9681,25616,9921,12736,15949,14776,11710,9653,11082,0,
7,11294,8550,7790,20160,41836,11539,19494,7192,10888,8620,31977,10770,9377,16864,12923,12470,9260,22531,0,
8,10161,7790,5332,14648,10830,12458,17515,6270,8194,10631,30564,7740,9127,24322,12843,14525,10335,8192,0,
9,7946,9310,13901,15447,7220,27426,16829,14401,10751,9037,35771,7254,17168,28568,16912,12625,11413,10512,0,
10,13218,8550,7600,14324,20991,6835,28590,6650,8935,139961,40595,14020,10335,31277,24023,10570,13336,10798,0,
11,9650,5320,10934,22458,17387,18355,27860,8723,11895,10899,52969,13122,16728,38102,22546,22210,10886,9572,0,
12,9455,7600,7790,14259,6460,7665,23003,4560,7971,7022,46325,5730,9574,34117,23524,15215,9407,11189,0,
13,10111,6650,9500,150299,9657,10178,27383,10070,8399,6030,55963,9457,9908,37327,16590,11865,11151,16856,0,
14,10211,6840,6082,15584,6460,8666,27250,9842,7331,8393,60575,11247,11145,39999,23283,16458,11441,10122,0,
15,14485,8360,5320,18196,7993,10445,29578,7220,8550,7043,78401,9271,11191,53754,31698,24005,14333,11706,0,
