172.20.0.0,172.20.1.164,172.20.1.165,172.20.1.166,172.20.1.167,172.20.1.168,172.20.1.169,172.20.1.170,172.20.1.171,172.20.1.172,172.20.1.173,172.20.1.210,172.20.1.215,172.20.2.148,172.20.2.149,172.20.2.150,172.20.2.151,172.20.2.152,172.20.2.153,172.20.2.154,172.20.2.155,172.20.2.212,172.20.2.217,172.20.2.218,172.20.2.226,172.20.2.228,172.20.1.211,172.20.2.170
1619,1661,1411,1398,737,737,1255,857,1992,1005,932,14635,934,1068,331,1143,662,1143,406,1474,1474,148,2338,411,21670,192,2351,0
945,1005,1330,1188,1068,406,674,1217,1005,811,736,11795,1284,1068,737,737,812,331,406,331,1068,74,2711,1083,16920,0,1947,0
2631,886,1742,1255,2813,857,1661,1181,924,812,674,16920,94640,737,1143,1143,331,1068,737,1880,1068,148,63374,672,19600,192,3825,0
74,782,999,599,1696,1330,1068,1742,930,960,519,15975,485,1143,1474,812,1474,1143,812,331,406,74,2373,1158,16725,0,0,0
1790,811,526,518,1044,1336,1399,1059,519,1586,479,12735,531,662,812,1068,1143,406,662,737,831,74,2303,411,12545,192,2317,0
632,444,1142,885,1365,999,74,1336,1474,1336,519,12567,1158,0,1474,812,737,846,406,406,1143,0,1985,1083,18255,0,991,0
2338,479,331,1256,857,1005,674,1115,737,924,553,9700,1231,331,1474,331,1068,406,406,812,860,0,2521,672,13125,0,4420,0
1096,1255,930,480,811,519,1840,1336,811,268,564,11410,1271,1143,737,406,0,1068,737,331,1068,74,136628,336,14285,0,2203,0
748,1005,925,1668,857,1548,102679,2459,674,187,1142,14650,1380,737,406,1474,737,737,737,0,1068,74,2186,1494,15785,0,1807,0
1503,999,1411,811,1256,812,850,1397,1255,1188,526,19025,1727,737,1143,331,1143,1474,1068,1474,1493,148,2423,1494,19020,192,2226,0
1019,930,1661,2073,810,1142,1005,1404,930,737,1217,13685,1791,1068,737,737,737,1068,662,1474,406,74,2482,336,20920,0,1947,0
2041,1142,1336,518,519,1336,593,1216,2067,737,1336,16550,1391,1143,406,662,1399,812,1474,1068,737,74,2673,1494,18445,192,2774,0
274,120,924,1261,1696,924,1594,1106,674,1216,519,15030,1082,662,737,1068,1143,1474,1474,406,331,74,2680,1494,19395,0,373,0
1977,480,526,187,564,1005,1473,688,444,1661,554,16550,867,737,406,1068,1068,1068,662,1474,1493,0,2264,1008,11790,192,2539,0
1096,187,1217,148,959,1180,1263,970,1143,1667,895,16355,1196,1068,1474,737,737,1805,812,1068,331,148,2525,1083,18830,0,2277,0
2483,1216,1143,1256,857,930,1696,884,932,999,2027,16160,1567,1143,1474,812,737,1474,406,662,406,0,2214,747,17875,0,4441,0
1212,924,1216,406,811,850,1181,1188,405,1336,451,16550,785,737,1399,406,331,1143,1143,1474,1143,148,2183,1419,14640,0,2277,0
748,2073,775,526,1080,737,1953,811,930,1255,849,16165,969,1474,331,1880,1474,1143,737,406,737,74,2863,1158,19965,0,1881,0
629,1992,1336,1067,1181,1474,1918,1066,1255,526,932,17880,569,737,1143,1068,1474,1143,331,1068,1493,74,2423,1083,19385,192,0,0
745,1594,1255,1005,1291,1623,1080,1587,1411,1068,999,15020,633,406,1068,406,331,1805,1474,1068,1068,74,2373,747,19955,0,1574,0
1967,1142,1080,593,1301,1336,1473,1481,1992,1512,885,16568,1128,812,737,1474,406,1068,1068,812,935,74,2412,672,19775,192,2169,0
990,782,1217,1742,628,1661,782,519,342,1336,850,13120,1157,737,331,1068,1474,812,331,331,1880,74,2743,747,16355,0,2300,0
2609,1216,120,925,1301,599,811,222,102474,1255,1547,14075,970,737,331,737,737,812,1474,1143,737,74,136869,1083,13120,192,4359,0
1022,1572,737,1216,1142,1661,970,977,1451,599,2976,12175,449,406,1805,1143,812,0,2794,1474,108,74,2825,1158,16155,0,2229,0
2441,930,1181,775,1188,1005,1547,480,2488,593,222,14830,484,406,1474,1068,406,1143,2451,1474,1474,74,2179,747,14825,0,4561,0
854,3556,148,886,1473,331,1255,1824,1825,2073,3121,16160,1391,1143,1474,406,406,1474,3005,812,1068,74,4815,747,17527,0,1508,0
148,1210,187,1263,2398,1068,2028,1968,2290,736,2605,17690,1380,1068,1474,1068,993,331,2258,1805,1507,74,1759,1083,18825,0,74,0
481,1018,1336,187,1728,1519,1586,890,1515,1143,1646,16155,980,1068,1143,1068,1068,662,4449,2743,533,74,2758,411,14445,192,0,0
1022,1328,593,1336,1925,1330,782,526,1958,1216,4682,15210,896,0,1805,1385,993,406,4638,1399,1176,148,2366,672,16540,0,2203,0
2387,1402,526,1661,782,1667,1142,1298,1563,444,4426,13875,792,662,1143,1055,1068,1218,5340,2743,1176,0,2680,411,15780,192,3976,0
1138,1943,1365,885,1113,924,6109,2896,1409,1005,3479,16920,411,737,1474,737,1068,406,9584,1068,1042,74,2179,747,17675,0,2277,0
2254,1622,1068,895,755,1742,2060,2162,2416,1405,5274,13695,820,737,1474,981,1143,737,5619,1068,164,0,2556,1083,21480,0,4420,0
622,1255,1080,5417,1689,5829,7549,6986,6183,1005,850,15727,1196,737,30222,1143,662,662,2284,2412,939,74,2257,747,13505,0,1508,0
345,674,1587,1262,525,405,1336,1262,1781,999,2155,18440,1380,1068,1143,1068,812,1474,3885,993,1176,74,2447,822,15025,0,214,0
555,1597,1667,811,2289,406,1181,1683,2517,932,5891,14835,980,1143,1143,1792,662,662,8403,2337,1690,74,2275,1170,16350,192,0,0
1222,1549,924,930,1114,736,1005,1342,1962,331,5142,13320,1044,406,662,1131,406,812,5528,737,770,148,2401,1494,15400,0,2576,0
2061,814,2073,849,1443,930,405,1580,1969,1143,4699,9885,1539,0,1068,1792,0,737,3825,2412,1345,74,2345,336,16360,192,3751,0
1222,1475,1548,1336,1113,593,1188,1594,2860,1622,1780,16752,485,1068,1068,1068,1508,331,6555,737,1176,74,2627,1494,18055,0,2576,0
2374,1037,1376,444,781,1742,918,2009,2532,1255,4193,17690,672,1474,1474,1143,662,993,5730,2743,1028,0,2451,1494,16920,192,3772,0
222,1578,1805,1365,1257,924,1151,3599,2334,1742,7589,15395,233,1068,1474,1056,737,662,10144,2487,1556,74,2638,336,19950,0,0,0
1644,590,444,850,1966,930,1546,967,1155,924,4118,12550,820,1068,1143,406,406,406,7183,3480,439,74,2595,747,12930,0,2243,0
148,1330,1622,1217,1282,737,700,1954,634,930,2672,13880,1727,737,737,1312,1474,1474,8101,2337,1853,74,2116,1071,16930,0,0,0
1493,590,28443,1594,783,1068,1216,1799,1219,405,4340,13184,1380,1143,331,1131,6406,1643,10342,6594,1356,148,2094,1083,17904,0,2724,0
955,1983,930,736,2398,120,1255,2237,3774,1181,6050,16550,644,1143,737,1572,1143,812,9793,2412,1690,74,2423,1494,15395,192,1434,0
1454,1265,593,1742,2068,1255,1187,3397,2512,2000,6459,13500,821,737,1068,1869,331,331,9722,2487,1448,148,2440,672,20525,0,2821,0
4908,1769,1005,1330,2485,1411,1431,2037,2760,444,6657,13495,867,737,1068,723,1068,1143,9755,2487,1356,0,2606,411,19770,192,8108,0
748,1780,811,1249,1735,2424,1534,2336,7565,674,8806,17820,411,1068,19085,1068,1068,1805,8662,2412,1690,0,2253,1083,15585,0,1807,0
2322,1513,526,113,2371,1080,885,2051,3495,102880,2938,11210,894,1143,406,1143,662,331,10363,2743,1515,74,133496,0,15590,0,2692,0
