172.20.0.0,172.20.1.164,172.20.1.165,172.20.1.166,172.20.1.167,172.20.1.168,172.20.1.169,172.20.1.170,172.20.1.171,172.20.1.172,172.20.1.173,172.20.1.210,172.20.1.215,172.20.2.148,172.20.2.149,172.20.2.150,172.20.2.151,172.20.2.152,172.20.2.153,172.20.2.154,172.20.2.155,172.20.2.212,172.20.2.217,172.20.2.218,172.20.2.226,172.20.2.228,172.20.1.211,172.20.2.170
2839,2921,2432,2354,1330,1330,2161,1524,3491,1672,3044,8112,1601,1900,570,2090,1140,2090,760,2660,2660,148,1746,765,11321,407,916,0
2095,1672,3111,2094,2161,760,1862,1404,1672,1404,1214,6573,2203,1900,1330,1330,1520,570,760,570,1900,74,1869,1915,8929,0,797,0
4313,1594,3002,2161,4960,764,2921,2847,1591,1520,1102,8779,60364,1330,2090,2660,570,1900,1330,3990,1900,148,96826,1150,10767,407,1928,0
74,1334,1781,912,2882,2351,1900,3002,1482,1668,947,8753,839,2090,2660,1520,2660,2090,1520,570,760,74,1855,2105,9255,0,0,0
2657,1404,954,261,1711,2242,1900,1942,947,2161,718,6307,959,1140,1520,1900,2090,760,1140,1330,2299,74,1711,765,7962,407,1235,0
991,1517,2122,1478,3072,1781,74,2242,2660,2242,947,6907,2105,0,2660,1520,1330,1532,760,760,2090,0,1467,1915,9265,0,632,0
4494,718,570,2471,1524,1672,1102,1714,1478,1591,792,6237,2063,570,2660,570,1140,0,760,1520,1521,0,1735,1150,7310,0,2264,0
2425,2161,1288,1668,1404,1021,133808,4996,834,342,951,5826,2292,1330,1330,760,0,1900,1900,570,2470,74,2186,1150,8047,0,874,0
1955,1672,1707,2094,1524,2660,982,1594,1102,261,1974,7390,2327,2090,1330,2660,1330,1330,1330,0,1900,74,105397,2680,9201,0,600,0
2714,1781,2432,1404,2277,1520,1517,2519,2161,2094,954,9932,3061,1330,2090,570,2090,2660,2470,2470,2109,148,1683,3445,10488,407,800,0
2095,1482,2921,3572,1288,1974,1672,2351,1482,1330,2164,7225,3092,1900,1330,1330,1330,1900,1140,3420,760,74,2112,575,11662,0,871,0
3114,1974,2242,831,947,2242,1021,2048,3681,1330,2242,9195,2486,2090,760,1140,2470,1520,2660,1900,1330,74,2007,2680,10258,407,1486,0
521,764,2161,2052,2882,2161,2854,2091,1672,2048,1517,8789,1799,1140,1330,1900,2090,1900,2660,760,570,74,1820,2680,9296,0,200,0
2731,834,954,261,951,1672,2544,1143,757,2921,908,8559,1534,1330,760,1900,1900,1900,1140,2660,2869,0,1672,2300,6568,407,1570,0
2573,187,3494,148,1552,1971,2284,1711,2090,2812,2281,9115,2677,1900,2660,1330,1330,3230,1520,1900,570,148,1933,1915,9040,0,800,0
4515,2048,760,1707,1524,1482,2882,1362,1714,1781,2692,7861,2063,2090,2660,2090,1330,2660,1520,1710,760,0,1844,1340,11737,0,2409,0
2573,1591,2048,760,1404,1517,2087,2094,644,2242,951,9195,1337,1330,2470,760,570,2090,2090,2660,2090,148,1478,2490,8223,0,916,0
2029,3572,1327,1102,1862,1974,3572,2161,1482,2161,1214,9340,2327,2660,570,2660,2660,2090,1330,760,1330,74,1929,2105,10103,0,600,0
414,3491,1482,1214,2087,2660,3417,1949,2161,954,1714,9115,956,1330,2090,1900,2660,2090,1330,1900,2109,74,1683,2680,11572,407,0,0
1648,2854,1591,1672,2238,2164,1862,2847,2432,1900,1781,8373,987,760,1900,760,570,3230,2660,1900,1900,148,1855,1340,11691,0,597,0
2435,1974,1862,1021,2281,2242,1974,2171,3491,1897,1478,7861,1919,1520,1900,2660,760,2498,1900,2090,2281,74,1968,1150,11838,407,1412,0
2374,1334,2164,3002,982,2921,1521,947,479,2242,1517,7711,1989,1330,570,1900,2660,1520,570,570,2660,74,1901,1340,9115,0,916,0
4699,2048,381,1707,2281,912,1404,222,134503,2161,2618,7791,1678,1330,570,1330,1330,1520,2660,2090,1330,0,104209,1915,7305,407,2128,0
2451,2468,1330,2122,1974,3681,1711,1404,2441,912,2598,7129,762,760,3230,2090,760,0,3776,2660,244,74,1824,2105,8624,0,800,0
4709,1482,2087,1327,2664,718,2618,1404,4784,1021,222,8523,723,760,2660,1900,760,1520,1539,2660,2660,74,1855,1340,8143,0,2293,0
1730,5500,148,834,2544,764,2087,2358,1268,3572,2570,8598,2486,2090,2660,760,760,2660,6371,1520,2714,74,3163,1340,10153,0,632,0
222,1227,261,2284,3178,1900,2808,2427,3129,1214,2121,9221,2327,1900,2660,2470,1710,570,3944,3548,2958,74,1537,2680,10920,0,0,0
266,1344,2242,261,4134,2094,2731,1219,2408,2090,2717,7962,1146,2470,2660,1900,1900,1140,4715,2978,453,74,2018,765,8704,407,0,0
2425,2032,1021,2242,2493,2351,1334,640,2765,2048,4222,8554,1604,0,3230,3575,1710,760,5304,2470,2144,148,1922,1150,9591,0,800,0
4168,2438,954,3491,2427,2812,2122,1931,2163,757,4319,8518,1344,1140,2090,3005,1900,1520,5282,2220,1384,0,1718,765,8554,407,1980,0
2499,2990,2312,1478,1731,1591,5240,4127,2194,1672,4096,8373,765,1900,2660,1330,1900,760,11645,2660,2504,74,1735,1340,10173,0,916,0
4494,2808,1900,1521,566,3002,3536,3201,3984,1781,5730,7641,1298,1330,2660,2815,2090,1330,4797,1900,244,0,2112,1915,12795,0,2180,0
