1614434588,1614434599|0.0,2.217;1.164,2.217;1.164,2.226;2.217,1.165;2.226,1.165;1.166,2.217;1.166,2.226;2.217,1.167;2.226,1.167;2.226,1.168;1.169,2.217;1.169,2.226;2.217,1.170;2.217,1.171;2.226,1.171;1.172,2.217;1.172,2.226;2.217,1.173;2.226,1.173;2.148,1.210;2.149,1.210;1.210,2.150;1.210,2.151;1.210,2.152;1.210,2.153;1.210,2.154;1.210,2.155;1.210,2.218;2.226,1.215;0.0,1.211;
1614434602,1614434613|1.164,2.217;1.164,2.226;2.217,1.165;2.226,1.165;1.166,2.217;1.166,2.226;2.217,1.167;2.226,1.167;1.168,2.217;2.226,1.168;1.169,2.217;1.169,2.226;2.217,1.170;2.226,1.170;2.217,1.171;2.226,1.171;1.172,2.172;1.172,2.217;1.172,2.226;2.217,1.173;2.226,1.173;2.148,1.210;2.149,1.210;1.210,2.150;1.210,2.151;1.210,2.152;1.210,2.153;1.210,2.154;1.210,2.155;1.210,2.218;2.217,1.215;2.226,1.215;0.0,1.211;
1614434615,1614434626|1.164,2.217;1.164,2.226;2.217,1.165;2.226,1.165;1.166,2.217;1.166,2.226;2.217,1.167;2.226,1.167;1.168,2.217;2.226,1.168;1.169,2.217;1.169,2.226;1.170,2.155;2.217,1.170;2.226,1.170;2.217,1.171;2.226,1.171;1.172,2.217;1.172,2.226;2.217,1.173;2.226,1.173;2.148,1.210;2.149,1.210;1.210,2.150;1.210,2.151;1.210,2.152;1.210,2.154;1.210,2.155;1.210,2.218;2.217,1.215;2.226,1.215;0.0,1.211;
1614434628,1614434639|0.0,2.212;0.0,2.228;1.164,2.217;2.217,1.165;2.226,1.165;1.166,2.217;1.166,2.226;2.217,1.167;2.226,1.167;1.168,2.217;2.226,1.168;1.169,2.217;1.169,2.226;2.217,1.170;2.226,1.170;2.217,1.171;2.226,1.171;1.172,2.172;1.172,2.226;2.217,1.173;2.226,1.173;2.148,1.210;2.149,1.210;1.210,2.150;1.210,2.151;1.210,2.152;1.210,2.153;1.210,2.154;1.210,2.155;1.210,2.218;2.217,1.215;2.226,1.215;0.0,1.211;
1614434642,1614434653|0.0,2.212;0.0,2.217;1.164,2.217;2.226,1.165;1.166,2.217;1.166,2.226;2.217,1.167;2.226,1.167;1.168,2.217;2.226,1.168;1.169,2.217;1.169,2.226;2.217,1.170;2.226,1.170;2.217,1.171;1.172,2.217;1.172,2.226;2.217,1.173;2.226,1.173;2.148,1.210;2.149,1.210;1.210,2.150;1.210,2.151;1.210,2.152;1.210,2.153;1.210,2.154;1.210,2.155;1.210,2.218;2.217,1.215;2.226,1.215;0.0,1.211;1.172,2.172;
1614434655,1614434666|0.0,2.212;0.0,2.217;0.0,2.228;1.164,2.217;2.217,1.165;2.226,1.165;1.166,2.217;2.217,1.167;2.226,1.167;1.168,2.217;2.226,1.168;1.169,2.217;1.169,2.226;2.226,1.170;2.217,1.171;2.226,1.171;1.172,2.217;1.172,2.226;2.217,1.173;2.226,1.173;2.148,1.210;2.149,1.210;1.210,2.150;1.210,2.152;1.210,2.153;1.210,2.154;1.210,2.155;1.210,2.218;2.217,1.215;2.226,1.215;0.0,1.211;
1614434668,1614434679|0.0,2.212;0.0,2.217;1.164,2.226;2.217,1.165;1.166,2.217;1.166,2.226;2.217,1.167;1.168,2.217;2.226,1.168;1.169,2.217;1.169,2.226;2.217,1.170;2.226,1.170;2.217,1.171;2.226,1.171;1.172,2.172;1.172,2.217;1.172,2.226;2.217,1.173;2.226,1.173;2.148,1.210;2.149,1.210;1.210,2.151;1.210,2.152;1.210,2.153;1.210,2.154;1.210,2.155;1.210,2.218;2.217,1.215;2.226,1.215;
1614434682,1614434693|0.0,2.212;0.0,2.217;0.0,2.228;1.164,2.226;2.217,1.165;2.226,1.165;1.166,2.217;1.166,2.226;2.217,1.167;2.226,1.167;1.168,2.217;2.226,1.168;1.169,2.217;1.169,2.226;1.170,2.155;2.217,1.170;2.226,1.170;2.217,1.171;2.226,1.171;1.172,2.217;1.172,2.226;2.217,1.173;2.226,1.173;2.148,1.210;2.149,1.210;1.210,2.150;1.210,2.151;1.210,2.153;1.210,2.154;1.210,2.155;1.210,2.218;2.217,1.215;2.226,1.215;0.0,1.211;
1614434696,1614434707|0.0,2.212;0.0,2.217;1.164,2.217;1.164,2.226;2.217,1.165;2.226,1.165;1.166,2.217;1.166,2.226;2.217,1.167;2.226,1.167;1.168,2.217;2.226,1.168;1.169,2.217;1.169,2.226;2.217,1.170;2.226,1.170;2.217,1.171;2.226,1.171;1.172,2.172;1.172,2.217;1.172,2.226;2.148,1.210;2.149,1.210;1.210,2.150;1.210,2.151;1.210,2.152;1.210,2.153;1.210,2.154;1.210,2.155;1.210,2.218;2.226,1.215;
1614434709,1614434720|0.0,2.217;1.164,2.217;1.164,2.226;2.217,1.165;2.226,1.165;1.166,2.217;1.166,2.226;2.217,1.167;2.226,1.167;1.168,2.217;2.226,1.168;1.169,2.217;1.169,2.226;2.217,1.170;2.226,1.170;2.217,1.171;2.226,1.171;1.172,2.217;1.172,2.226;2.217,1.173;2.226,1.173;2.148,1.210;2.149,1.210;1.210,2.150;1.210,2.151;1.210,2.152;1.210,2.153;1.210,2.154;1.210,2.155;1.210,2.218;2.226,1.215;0.0,1.211;
