172.20.0.0,172.20.1.164,172.20.1.165,172.20.1.166,172.20.1.167,172.20.1.168,172.20.1.169,172.20.1.170,172.20.1.171,172.20.1.172,172.20.1.173,172.20.1.210,172.20.1.215,172.20.2.148,172.20.2.149,172.20.2.150,172.20.2.151,172.20.2.152,172.20.2.153,172.20.2.154,172.20.2.155,172.20.2.217,172.20.2.218,172.20.2.226,172.20.1.211,172.20.2.172,172.20.2.212,172.20.2.228
10,11,10,15,12,7,5,3,8,16,16,79,4,7,7,7,6,7,10,14,7,27,14,85,6,0,0,0
18,13,13,8,5,11,6,12,9,10,9,81,7,3,18,14,7,4,17,4,11,29,7,87,12,1,0,0
6,9,6,11,12,6,12,12,11,12,11,71,13,14,10,3,11,4,0,11,15,27,4,93,6,0,0,0
19,2,4,13,9,12,9,4,13,8,9,71,10,7,11,7,8,11,7,7,10,27,3,81,14,0,2,1
8,3,4,7,5,10,4,12,1,9,6,68,16,4,7,4,3,11,10,11,7,32,11,57,6,1,1,0
57,1,15,2,4,9,8,3,9,102,4,87,10,14,4,7,0,14,11,11,11,20,7,61,40,0,2,1
2,3,1,9,1,6,8,5,16,10,11,50,9,7,4,0,8,3,3,7,10,27,8,66,0,1,1,0
9,10,9,8,12,9,9,7,13,9,5,50,9,7,11,3,9,0,4,6,7,25,4,80,4,0,1,1
2,11,6,12,7,8,13,8,6,7,0,58,6,3,14,6,6,7,6,4,4,27,8,67,0,1,1,0
17,14,13,11,5,14,8,17,12,12,27,90,6,14,7,3,10,11,10,11,3,40,14,99,14,0,0,0
15,16,9,18,13,6,7,6,2,4,11,55,18,7,8,7,3,3,7,3,14,33,11,87,11,1,1,1
7,10,10,8,5,5,9,12,12,16,11,66,99,7,7,10,3,10,4,4,11,97,11,90,6,0,0,0
25,15,18,19,12,5,12,13,14,17,7,61,13,3,4,7,9,0,11,0,10,31,17,119,21,0,2,1
8,6,11,13,8,14,11,13,7,45,11,83,9,9,11,7,12,20,11,10,12,25,15,96,6,11,1,0
25,11,8,8,6,10,15,12,8,43,12,63,13,13,8,14,7,5,4,16,11,23,0,97,11,6,1,1
2,7,14,5,11,17,15,6,5,29,12,82,10,8,7,14,8,11,6,13,4,23,13,80,0,3,2,0
15,3,9,9,13,8,7,13,6,26,7,75,11,15,11,11,12,4,0,9,12,26,18,77,10,3,1,1
6,8,9,3,10,8,17,14,3,47,15,68,11,9,3,7,7,13,10,19,11,38,3,84,4,9,1,0
9,14,14,4,15,14,8,14,4,43,4,83,9,12,10,12,12,16,4,14,7,29,10,85,7,10,1,0
20,9,10,1,9,15,10,14,16,34,5,68,14,7,3,4,15,12,4,14,6,31,11,91,18,7,1,0
7,4,5,10,6,16,11,13,21,63,18,74,12,10,14,17,8,15,18,9,8,28,10,88,6,12,1,0
22,3,7,2,10,8,17,17,3,52,28,77,13,10,0,13,8,12,37,16,13,27,14,73,13,18,2,1
3,2,21,24,20,14,4,26,8,101,28,76,9,9,0,17,9,30,42,13,19,23,10,91,0,24,1,0
