index,172.20.1.164,172.20.2.148,172.20.2.151,172.20.1.170,172.20.2.149,172.20.1.165,172.20.1.171,172.20.2.152,172.20.1.166,172.20.1.172,172.20.2.153,172.20.1.168,172.20.2.154,172.20.1.173,172.20.1.167,172.20.2.150,172.20.2.155,172.20.1.169,label,target
1,44.0,31.0,29.0,50.0,42.0,56.0,63.0,38.0,45.0,57.0,39.0,49.0,38.0,60.0,30.0,41.0,53.0,35.0,0,
2,25.0,49.0,39.0,59.0,42.0,42.0,64.0,35.0,71.0,41.0,74.0,37.0,36.0,58.0,58.0,45.0,47.0,38.0,0,
3,53.0,30.0,36.0,63.0,59.0,29.0,61.0,46.0,40.0,48.0,114.0,57.0,39.0,74.0,62.0,38.0,44.0,48.0,0,
4,38.0,31.0,41.0,74.0,47.0,50.0,93.0,24.0,47.0,42.0,203.0,47.0,43.0,84.0,63.0,41.0,53.0,46.0,0,
5,68.0,35.0,36.0,81.0,28.0,148.0,75.0,79.0,45.0,182.0,246.0,24.0,80.0,232.0,54.0,66.0,53.0,51.0,0,
6,67.0,43.0,47.0,121.0,69.0,71.0,106.0,69.0,134.0,249.0,264.0,54.0,77.0,123.0,69.0,48.0,54.0,68.0,0,
7,52.0,48.0,55.0,102.0,58.0,61.0,93.0,57.0,59.0,250.0,316.0,40.0,79.0,157.0,74.0,58.0,44.0,48.0,0,
8,53.0,29.0,51.0,115.0,37.0,104.0,103.0,43.0,48.0,209.0,376.0,62.0,78.0,143.0,77.0,71.0,55.0,52.0,0,
9,51.0,55.0,64.0,126.0,80.0,48.0,96.0,70.0,62.0,431.0,339.0,36.0,119.0,146.0,86.0,83.0,68.0,58.0,0,
10,45.0,35.0,41.0,115.0,109.0,77.0,106.0,83.0,41.0,363.0,388.0,39.0,105.0,155.0,81.0,51.0,59.0,63.0,0,
11,73.0,62.0,51.0,123.0,42.0,79.0,89.0,58.0,59.0,349.0,396.0,47.0,124.0,179.0,87.0,78.0,68.0,48.0,0,
12,60.0,45.0,57.0,147.0,92.0,77.0,114.0,115.0,40.0,618.0,389.0,40.0,129.0,159.0,82.0,88.0,69.0,65.0,0,
13,58.0,59.0,58.0,157.0,77.0,51.0,98.0,88.0,42.0,741.0,444.0,44.0,150.0,199.0,91.0,79.0,83.0,59.0,0,
14,69.0,48.0,61.0,167.0,90.0,114.0,140.0,110.0,61.0,634.0,565.0,53.0,150.0,226.0,97.0,84.0,85.0,70.0,0,
15,67.0,56.0,52.0,162.0,101.0,86.0,132.0,97.0,58.0,555.0,513.0,61.0,157.0,209.0,105.0,70.0,83.0,66.0,0,
16,43.0,55.0,62.0,162.0,66.0,71.0,135.0,73.0,60.0,549.0,536.0,38.0,138.0,192.0,97.0,72.0,79.0,45.0,0,
17,52.0,36.0,61.0,172.0,112.0,96.0,139.0,96.0,46.0,555.0,650.0,51.0,151.0,241.0,98.0,73.0,91.0,69.0,0,
18,58.0,58.0,57.0,150.0,59.0,72.0,247.0,69.0,48.0,467.0,610.0,38.0,147.0,225.0,118.0,95.0,82.0,45.0,0,
19,71.0,52.0,56.0,218.0,130.0,121.0,134.0,93.0,51.0,635.0,722.0,57.0,151.0,283.0,118.0,70.0,111.0,77.0,0,
20,77.0,49.0,61.0,188.0,58.0,54.0,168.0,68.0,55.0,502.0,741.0,72.0,155.0,284.0,120.0,104.0,89.0,43.0,0,
21,66.0,52.0,65.0,261.0,176.0,147.0,205.0,127.0,62.0,799.0,797.0,56.0,182.0,284.0,108.0,80.0,113.0,94.0,0,
22,97.0,39.0,53.0,255.0,45.0,76.0,167.0,89.0,40.0,658.0,798.0,47.0,175.0,338.0,107.0,106.0,107.0,52.0,0,
23,85.0,51.0,57.0,220.0,112.0,115.0,200.0,126.0,38.0,827.0,819.0,50.0,187.0,306.0,136.0,106.0,103.0,70.0,0,
24,79.0,62.0,64.0,249.0,147.0,97.0,168.0,105.0,38.0,743.0,840.0,38.0,205.0,326.0,125.0,108.0,111.0,70.0,0,
25,80.0,63.0,67.0,235.0,75.0,85.0,176.0,92.0,37.0,805.0,719.0,44.0,195.0,272.0,114.0,96.0,93.0,63.0,0,
26,78.0,42.0,61.0,273.0,138.0,132.0,211.0,110.0,53.0,839.0,962.0,48.0,185.0,371.0,144.0,116.0,111.0,81.0,0,
27,86.0,39.0,53.0,258.0,58.0,79.0,175.0,93.0,35.0,678.0,921.0,45.0,192.0,361.0,151.0,108.0,119.0,71.0,0,
28,60.0,61.0,56.0,264.0,186.0,140.0,211.0,114.0,61.0,753.0,941.0,56.0,173.0,335.0,129.0,101.0,115.0,90.0,0,
29,82.0,59.0,55.0,264.0,87.0,64.0,177.0,85.0,55.0,775.0,1015.0,42.0,212.0,424.0,148.0,119.0,119.0,90.0,0,
30,98.0,67.0,56.0,251.0,217.0,121.0,252.0,137.0,55.0,871.0,1000.0,50.0,211.0,459.0,226.0,120.0,117.0,77.0,0,
31,74.0,64.0,67.0,288.0,151.0,126.0,221.0,132.0,55.0,934.0,1073.0,43.0,232.0,366.0,161.0,108.0,138.0,92.0,0,
32,90.0,61.0,67.0,259.0,91.0,93.0,184.0,131.0,55.0,858.0,1024.0,62.0,216.0,357.0,143.0,111.0,130.0,72.0,0,
33,78.0,55.0,64.0,250.0,217.0,118.0,234.0,140.0,45.0,938.0,959.0,63.0,232.0,344.0,145.0,114.0,130.0,92.0,0,
34,90.0,54.0,68.0,306.0,144.0,104.0,195.0,114.0,45.0,1088.0,1040.0,47.0,261.0,405.0,167.0,130.0,148.0,77.0,0,
35,94.0,52.0,69.0,253.0,125.0,125.0,212.0,121.0,47.0,924.0,941.0,51.0,222.0,346.0,145.0,97.0,96.0,68.0,0,
36,84.0,56.0,88.0,314.0,167.0,146.0,233.0,151.0,50.0,1240.0,1129.0,58.0,298.0,448.0,159.0,136.0,142.0,86.0,0,
37,75.0,74.0,71.0,280.0,93.0,115.0,201.0,159.0,48.0,1244.0,988.0,40.0,277.0,353.0,145.0,138.0,139.0,75.0,0,
38,78.0,80.0,72.0,318.0,81.0,77.0,220.0,134.0,39.0,1094.0,987.0,53.0,242.0,390.0,137.0,119.0,151.0,89.0,0,
39,58.0,63.0,68.0,268.0,153.0,140.0,190.0,156.0,41.0,1219.0,884.0,64.0,251.0,327.0,135.0,112.0,118.0,63.0,0,
40,86.0,64.0,72.0,316.0,138.0,150.0,227.0,151.0,49.0,1242.0,1172.0,45.0,304.0,429.0,162.0,130.0,144.0,75.0,0,
41,87.0,60.0,80.0,341.0,144.0,146.0,231.0,132.0,59.0,1178.0,1180.0,47.0,302.0,417.0,184.0,142.0,147.0,83.0,0,
42,99.0,74.0,74.0,292.0,128.0,109.0,226.0,156.0,50.0,1223.0,1040.0,45.0,285.0,380.0,153.0,125.0,135.0,71.0,0,
43,91.0,68.0,74.0,276.0,157.0,139.0,230.0,109.0,63.0,979.0,1099.0,49.0,233.0,405.0,144.0,127.0,134.0,94.0,0,
44,86.0,48.0,62.0,307.0,186.0,88.0,256.0,133.0,51.0,969.0,1184.0,60.0,240.0,431.0,150.0,123.0,148.0,79.0,0,
45,94.0,69.0,84.0,345.0,125.0,80.0,279.0,144.0,52.0,1158.0,1269.0,64.0,262.0,459.0,199.0,132.0,132.0,85.0,0,
46,80.0,57.0,68.0,305.0,173.0,117.0,341.0,153.0,42.0,1082.0,1219.0,62.0,238.0,456.0,162.0,125.0,145.0,92.0,0,
47,73.0,56.0,82.0,305.0,147.0,94.0,228.0,134.0,44.0,1072.0,1089.0,41.0,256.0,409.0,170.0,125.0,153.0,74.0,0,
48,98.0,70.0,64.0,323.0,116.0,133.0,243.0,154.0,51.0,1050.0,1272.0,39.0,249.0,472.0,178.0,145.0,149.0,83.0,0,
49,86.0,56.0,67.0,352.0,255.0,170.0,292.0,141.0,50.0,1120.0,1256.0,49.0,276.0,441.0,173.0,125.0,141.0,97.0,0,
50,84.0,76.0,81.0,335.0,147.0,77.0,227.0,178.0,52.0,1402.0,1202.0,50.0,319.0,448.0,192.0,134.0,148.0,82.0,0,
51,90.0,69.0,94.0,307.0,154.0,126.0,261.0,157.0,61.0,1308.0,1113.0,58.0,288.0,417.0,167.0,148.0,137.0,70.0,0,
52,85.0,64.0,63.0,322.0,157.0,143.0,209.0,156.0,50.0,1332.0,1194.0,35.0,325.0,447.0,191.0,134.0,150.0,68.0,0,
53,92.0,53.0,90.0,336.0,164.0,170.0,264.0,176.0,58.0,1474.0,1247.0,65.0,325.0,447.0,168.0,138.0,171.0,73.0,0,
54,92.0,75.0,79.0,305.0,146.0,132.0,256.0,136.0,65.0,1118.0,1168.0,41.0,274.0,416.0,173.0,137.0,132.0,91.0,0,
55,99.0,65.0,80.0,349.0,105.0,134.0,247.0,153.0,61.0,1398.0,1221.0,70.0,330.0,461.0,182.0,141.0,163.0,68.0,0,
56,86.0,59.0,87.0,316.0,138.0,165.0,234.0,157.0,62.0,1211.0,1133.0,59.0,284.0,419.0,147.0,131.0,144.0,86.0,0,
57,90.0,70.0,69.0,340.0,106.0,142.0,237.0,165.0,47.0,1304.0,1244.0,59.0,298.0,443.0,156.0,128.0,128.0,88.0,0,
58,99.0,87.0,85.0,329.0,158.0,119.0,295.0,149.0,52.0,1374.0,1283.0,58.0,331.0,573.0,181.0,153.0,155.0,70.0,0,
59,78.0,62.0,81.0,344.0,131.0,130.0,248.0,158.0,42.0,1144.0,1341.0,66.0,282.0,479.0,181.0,149.0,138.0,85.0,0,
60,92.0,59.0,95.0,334.0,157.0,196.0,304.0,134.0,42.0,1188.0,1332.0,55.0,296.0,483.0,182.0,145.0,146.0,88.0,0,
61,102.0,68.0,65.0,347.0,175.0,175.0,285.0,178.0,53.0,1313.0,1323.0,48.0,317.0,503.0,172.0,139.0,161.0,74.0,0,
62,88.0,64.0,85.0,339.0,130.0,95.0,266.0,162.0,52.0,1286.0,1285.0,42.0,283.0,492.0,178.0,133.0,166.0,87.0,0,
63,89.0,82.0,98.0,347.0,176.0,160.0,274.0,147.0,67.0,1407.0,1284.0,39.0,325.0,488.0,169.0,144.0,160.0,105.0,0,
64,89.0,59.0,68.0,363.0,169.0,148.0,272.0,148.0,52.0,1240.0,1378.0,53.0,288.0,511.0,188.0,149.0,156.0,89.0,0,
65,86.0,58.0,96.0,333.0,174.0,162.0,299.0,171.0,50.0,1348.0,1231.0,40.0,314.0,465.0,176.0,131.0,163.0,85.0,0,
66,83.0,80.0,77.0,382.0,142.0,63.0,246.0,153.0,37.0,1451.0,1314.0,57.0,324.0,482.0,198.0,142.0,160.0,97.0,0,
67,100.0,47.0,66.0,359.0,181.0,157.0,270.0,147.0,62.0,1237.0,1274.0,54.0,281.0,457.0,151.0,155.0,137.0,82.0,0,
