172.20.0.0,172.20.1.164,172.20.1.165,172.20.1.166,172.20.1.167,172.20.1.168,172.20.1.169,172.20.1.170,172.20.1.171,172.20.1.172,172.20.1.173,172.20.1.210,172.20.1.215,172.20.2.148,172.20.2.150,172.20.2.151,172.20.2.153,172.20.2.154,172.20.2.155,172.20.2.212,172.20.2.217,172.20.2.218,172.20.2.226,172.20.2.228,172.20.1.211,172.20.2.149,172.20.2.152,172.20.2.174
2251,959,1217,1068,479,1142,970,1134,1255,1548,811,8755,672,331,737,662,737,662,1162,74,1569,1083,17680,192,3160,0,0,0
345,970,1336,857,519,857,222,1005,599,1707,1188,11975,1494,1143,737,993,737,662,1474,74,2659,411,16360,0,140,1474,331,0
590,959,886,1474,1291,1668,233,924,811,959,1548,11785,747,1068,737,662,1143,1143,737,0,1861,411,19390,0,866,812,662,0
664,1301,1188,1106,444,406,2027,1121,2038,1045,1336,15165,1419,331,812,406,737,1068,1597,0,2765,1083,19210,0,1582,737,1805,0
790,222,1181,222,222,959,113,924,1880,553,1330,13225,222,406,1242,406,737,533,951,0,2302,1048,10640,0,1881,1357,1270,0
2880,857,479,564,1376,970,885,1005,406,1376,1005,17495,1316,1068,1474,406,1143,1218,1474,148,3079,672,14645,192,4757,1068,737,0
748,74,1587,3366,811,959,1256,1255,810,628,1661,10460,969,1143,812,737,737,331,737,74,4550,672,18270,0,1807,331,331,0
2757,331,959,1336,1263,639,857,857,1330,519,554,14070,569,1143,1068,1880,331,406,406,148,2578,672,12735,192,4388,1068,812,0
822,1253,970,1330,1473,553,405,1481,4198,1216,2450,16165,558,1474,1143,662,6705,1143,1176,74,2246,1158,13305,0,1807,812,737,0
2209,479,222,857,1080,639,526,1774,776,406,3835,10080,1391,331,1152,406,2659,662,1526,74,2345,747,13695,192,2961,1143,1068,0
419,1319,233,1142,1890,884,1290,1205,2107,737,2364,14070,1008,0,1068,406,4956,1143,770,74,2031,747,16735,0,260,1474,1143,0
2525,1625,405,0,2674,1474,970,857,1619,1548,2668,14835,747,662,1068,737,4240,2337,845,74,1495,1158,16540,192,3308,1474,1474,0
622,895,931,1141,775,1594,1034,2486,1370,639,4510,15965,0,737,1387,737,3678,662,1101,74,2659,411,18620,0,1434,1474,1068,0
790,1206,331,519,1509,331,519,1743,1323,1034,3407,11975,1305,1143,406,737,2326,1143,770,0,1858,336,13505,0,1881,737,737,0
1152,1542,1141,1336,970,1707,1005,674,665,970,3226,9125,569,662,322,1143,5099,331,1251,148,2691,411,14445,192,1648,1068,406,0
748,886,775,1330,1913,553,806,1430,2694,553,4775,13125,1305,1068,812,737,9398,2081,1114,74,2119,1083,13125,0,1807,1474,0,0
