172.20.0.0,172.20.1.164,172.20.1.165,172.20.1.166,172.20.1.167,172.20.1.168,172.20.1.169,172.20.1.170,172.20.1.171,172.20.1.172,172.20.1.173,172.20.1.210,172.20.1.215,172.20.2.148,172.20.2.150,172.20.2.151,172.20.2.153,172.20.2.154,172.20.2.155,172.20.2.212,172.20.2.217,172.20.2.218,172.20.2.226,172.20.2.228,172.20.1.211,172.20.2.149,172.20.2.152,172.20.2.174
19,10,12,10,5,11,9,11,12,15,8,46,6,3,7,6,7,6,8,1,19,10,93,1,14,0,0,0
4,9,13,8,5,8,3,10,6,16,11,63,14,11,7,9,7,6,14,1,30,4,86,0,1,14,3,0
6,10,9,14,13,16,2,9,8,10,15,62,7,10,7,6,11,11,7,0,22,4,102,0,5,8,6,0
7,12,11,10,4,4,20,11,19,10,13,79,13,3,8,4,7,10,15,0,31,10,101,0,6,7,17,0
8,3,11,3,3,10,1,9,18,6,13,80,3,4,12,4,7,5,9,0,29,10,56,0,7,13,12,0
25,8,5,5,13,9,9,10,4,13,10,92,12,10,14,4,11,12,14,2,34,6,77,1,20,10,7,0
8,1,15,32,8,10,12,12,8,7,16,55,10,11,8,7,7,3,7,1,37,6,96,0,6,3,3,0
24,3,10,13,12,6,8,8,13,5,6,74,5,11,10,18,3,4,4,2,29,6,67,1,17,10,8,0
9,8,9,13,14,6,4,13,32,12,9,85,6,14,11,6,34,11,11,1,27,11,70,0,6,8,7,0
19,5,3,8,11,6,5,16,7,4,17,53,13,3,2,4,19,6,11,1,27,7,72,1,11,11,10,0
5,9,2,11,17,9,13,10,19,7,11,74,9,0,10,4,27,11,7,1,24,7,88,0,1,14,11,0
21,15,4,0,16,14,9,7,14,15,14,78,7,6,10,7,27,8,8,1,18,11,87,1,16,14,14,0
7,8,9,11,7,15,11,23,12,6,23,84,0,7,12,7,22,6,10,1,30,4,98,0,4,14,10,0
8,10,3,5,13,3,5,16,12,11,15,63,13,11,4,7,16,11,7,0,23,3,71,0,7,7,7,0
10,11,11,13,9,16,10,7,4,9,11,48,5,6,2,11,22,3,12,2,30,4,76,1,6,10,4,0
8,9,7,13,17,6,6,10,16,6,18,69,13,10,8,7,49,6,9,1,26,10,69,0,6,14,0,0
26,2,12,14,8,9,12,19,12,2,17,78,12,7,14,7,46,5,16,2,34,6,71,1,17,14,3,0
24,10,16,8,14,10,12,17,27,10,18,60,9,7,3,10,42,9,12,1,26,4,112,0,14,0,1,0
21,11,3,5,12,9,4,15,25,15,18,60,8,4,10,11,40,10,5,1,28,3,56,1,12,12,10,0
3,6,12,7,12,13,12,13,13,9,13,69,10,3,6,6,26,13,11,1,30,9,81,0,0,7,10,0
23,10,17,11,13,6,6,13,8,7,110,80,13,11,4,7,40,11,6,1,146,10,82,1,15,14,14,0
4,13,6,11,13,3,12,22,17,44,29,73,10,12,12,5,68,12,11,2,24,10,76,0,0,0,24,14
23,13,13,10,9,5,15,19,11,39,33,90,7,1,19,15,42,14,13,0,21,6,96,1,18,7,16,8
9,14,7,7,7,4,11,11,26,47,38,61,10,7,17,1,42,19,14,1,41,3,84,0,5,3,13,6
