,Reconstruction_error,True_class
0,-2.4763774871826167,3
1,-2.034878253936768,3
2,-2.5693499247233067,3
3,-2.5980180501937866,3
4,12.309528923034668,3
5,-0.572656774520874,3
6,-0.4784137487411499,3
7,-0.349479740858078,3
8,-0.6145853757858276,3
9,1.1680084824562074,3
10,-0.933838641643524,3
11,-1.4792196810245517,3
12,-1.1991594851016998,3
13,-2.1275965452194208,3
14,-1.680504548549652,3
15,-0.6627071231603623,3
16,-2.1668579913675785,3
17,-1.4645715117454532,3
18,-2.481974908709526,3
19,-0.10703202188014983,3
20,-1.4842007160186768,3
21,-1.123148912191391,3
22,-3.1530818462371832,3
23,-2.731117081642151,3
24,-2.8549540460109712,3
25,-3.325368845462799,3
26,-1.3951749801635742,3
27,-2.6803555584046994,3
28,-4.253591108322143,3
29,-4.2583316326141345,3
30,-4.691637015342712,3
31,-2.690915822982788,3
32,-3.9788795471191407,3
33,-4.81732485294342,3
34,-4.498798108100892,3
35,-2.5762893199920653,3
36,-4.3853822469711305,3
37,-1.7755241394042969,3
38,1.7727279514074326,3
39,-4.3678380966186525,3
40,-4.816769762337207,3
41,-5.007256078720093,3
42,-1.780103439092636,3
43,-4.607161068916321,3
44,-4.881053304672241,3
45,-5.3512431383132935,3
46,-5.869029569625853,3
47,-3.326486349105835,3
48,-5.161019468307496,3
49,-4.984636735916138,3
50,-5.003875494003296,3
51,-5.7414515018463135,3
52,-5.401392251253128,3
53,-5.0823850393295285,3
54,-4.908399748802185,3
55,-4.468658518791199,3
56,-4.334424877166748,3
57,-2.128326416015625,3
58,-5.0322839498519905,3
59,-4.6846302390098575,3
60,-5.02989354133606,3
61,-3.2469989776611334,3
62,-3.4001369476318364,3
63,17.901914072036742,0
64,23.53998670578003,0
65,26.480799102783198,0
66,25.003619766235357,0
67,-4.653334927558898,3
68,2.958647918701172,3
69,5.2019471645355235,3
70,-4.935192430019379,3
71,-4.712616062164306,3
72,-5.319552040100096,3
73,-5.123841935396195,3
74,-4.819987916946412,3
75,-5.401225304603576,3
76,-4.7752960979938495,3
77,-5.41322922706604,3
78,-5.020564246177673,3
79,-5.155330681800843,3
80,-4.89194278717041,3
