,Reconstruction_error,True_class,pred_label,adap_label,filter_label
0,13.050763130187988,0,0,0.0,0.0
1,12.512481212615967,0,0,0.0,0.0
2,15.48870086669922,0,1,0.0,0.0
3,17.793641567230228,0,1,0.0,0.0
4,13.183090353012085,0,0,0.0,0.0
5,14.753195476531982,0,0,0.0,0.0
6,18.267039012908935,0,1,0.0,0.0
7,14.847978591918945,0,0,0.0,0.0
8,14.350284957885744,0,0,0.0,0.0
9,16.61798686981201,0,1,0.0,0.0
10,13.015437030792233,0,0,0.0,0.0
11,12.24642105102539,0,0,0.0,0.0
12,15.335553789138794,0,1,0.0,0.0
13,12.608352518081665,0,0,0.0,0.0
14,15.054965877532961,0,1,0.0,0.0
15,14.537076330184936,0,0,0.0,0.0
16,15.29453456401825,0,1,0.0,0.0
17,14.32032127380371,0,0,0.0,0.0
18,11.958895754814147,0,0,0.0,0.0
19,13.028116798400882,0,0,0.0,0.0
20,13.015026569366455,0,0,0.0,0.0
21,14.470778703689575,0,0,0.0,0.0
22,14.34976077079773,0,0,0.0,0.0
23,14.63422212600708,0,0,0.0,0.0
24,13.855018711090088,0,0,0.0,0.0
25,13.111217212677,0,0,0.0,0.0
26,17.821676826477052,0,1,0.0,0.0
27,14.583531093597411,0,0,0.0,0.0
28,13.539268827438354,0,0,0.0,0.0
29,12.297323083877563,0,0,0.0,0.0
30,14.044772291183472,0,0,0.0,0.0
31,14.535495567321778,0,0,0.0,0.0
32,17.303834438323975,0,1,0.0,0.0
33,14.705291175842286,0,0,0.0,0.0
34,15.316267585754394,0,1,0.0,0.0
35,15.605804061889648,0,1,0.0,0.0
36,12.864207553863526,0,0,0.0,0.0
37,19.63155632019043,0,1,1.0,0.0
38,14.954983806610107,0,0,0.0,0.0
39,14.49241008758545,0,0,0.0,0.0
40,18.49236459732056,0,1,0.0,0.0
41,15.054723072052006,0,1,0.0,0.0
42,15.952979755401609,0,1,0.0,0.0
43,15.168904161453247,0,1,0.0,0.0
44,14.121389579772947,0,0,0.0,0.0
45,13.61102876663208,0,0,0.0,0.0
46,14.093882369995118,0,0,0.0,0.0
47,15.516102027893064,0,1,0.0,0.0
48,12.700827264785767,0,0,0.0,0.0
49,15.530455207824707,0,1,0.0,0.0
50,19.21397895812988,0,1,1.0,0.0
51,12.04563274383545,0,0,0.0,0.0
52,15.209355735778805,0,1,0.0,0.0
53,17.56026725769043,1,1,0.0,0.0
54,14.432866477966305,1,0,0.0,0.0
55,33.835897064208986,1,1,1.0,1.0
56,159.89149780273436,0,1,1.0,1.0
57,12.795913887023925,0,0,0.0,0.0
58,14.130693864822387,0,0,0.0,0.0
59,14.64475679397583,0,0,0.0,0.0
60,13.471232414245605,0,0,0.0,0.0
61,13.257162189483642,0,0,0.0,0.0
62,13.900892925262449,0,0,0.0,0.0
63,14.276744651794436,0,0,0.0,0.0
64,14.311014556884766,0,0,0.0,0.0
65,16.6566162109375,0,1,0.0,0.0
66,16.430223083496095,0,1,0.0,0.0
67,16.55527744293213,0,1,0.0,0.0
68,14.526099395751952,0,0,0.0,0.0
69,11.752298355102539,0,0,0.0,0.0
70,16.008340072631835,0,1,0.0,0.0
71,14.92968921661377,0,0,0.0,0.0
72,16.027879524230958,0,1,0.0,0.0
73,11.867327690124512,0,0,0.0,0.0
74,14.792472267150881,0,0,0.0,0.0
75,14.341050243377685,0,0,0.0,0.0
76,14.531689548492432,0,0,0.0,0.0
77,16.991288661956787,0,1,0.0,0.0
78,14.976795768737793,0,0,0.0,0.0
79,18.470113563537602,0,1,0.0,0.0
80,16.133677291870118,0,1,0.0,0.0
81,15.765899753570555,0,1,0.0,0.0
82,16.817283821105956,0,1,0.0,0.0
83,14.124722576141355,0,0,0.0,0.0
84,16.10117244720459,0,1,0.0,0.0
85,14.783608055114744,0,0,0.0,0.0
86,17.65034999847412,0,1,0.0,0.0
87,14.262707614898682,0,0,0.0,0.0
88,14.623654460906982,0,0,0.0,0.0
89,13.20610408782959,0,0,0.0,0.0
90,14.938590145111087,0,0,0.0,0.0
91,16.324072074890136,0,1,0.0,0.0
92,13.123653316497805,0,0,0.0,0.0
93,14.81211805343628,0,0,0.0,0.0
94,20.591697120666502,0,1,1.0,0.0
95,14.914581489562988,0,0,0.0,0.0
96,12.552520799636842,0,0,0.0,0.0
97,14.299833965301511,0,0,0.0,0.0
98,15.035231590270994,0,1,0.0,0.0
99,15.259733581542966,0,1,0.0,0.0
100,14.932814598083494,0,0,0.0,0.0
101,13.13304567337036,0,0,0.0,0.0
102,15.086142539978027,0,1,0.0,0.0
103,14.515190887451173,0,0,0.0,0.0
104,14.359954261779786,0,0,0.0,0.0
105,15.05698094367981,0,1,0.0,0.0
106,13.560967445373535,0,0,0.0,0.0
107,15.549079513549804,0,1,0.0,0.0
108,15.05861530303955,0,1,0.0,0.0
109,16.48976821899414,0,1,0.0,0.0
110,14.259675407409668,0,0,0.0,0.0
111,13.635538101196287,1,0,0.0,0.0
112,52.34396514892578,1,1,1.0,1.0
113,64.93725204467772,1,1,1.0,1.0
114,15.882005453109741,1,1,0.0,0.0
115,38.29852447509766,0,1,0.0,0.0
116,15.130873870849607,0,1,0.0,0.0
117,15.773399162292481,0,1,0.0,0.0
118,15.014836311340332,0,1,0.0,0.0
119,13.195399379730224,0,0,0.0,0.0
120,12.058027362823484,0,0,0.0,0.0
121,11.733351135253908,0,0,0.0,0.0
122,14.211116981506347,0,0,0.0,0.0
123,15.61247401237488,0,1,0.0,0.0
124,14.904957294464113,0,0,0.0,0.0
125,14.926790046691895,0,0,0.0,0.0
126,14.039700508117676,0,0,0.0,0.0
127,14.076013565063475,0,0,0.0,0.0
128,14.897039556503296,0,0,0.0,0.0
129,12.395625591278074,0,0,0.0,0.0
130,14.530775737762449,0,0,0.0,0.0
131,14.364667797088625,0,0,0.0,0.0
132,14.339960670471195,0,0,0.0,0.0
133,14.976431274414065,0,0,0.0,0.0
134,16.340128469467164,0,1,0.0,0.0
135,13.988067579269408,0,0,0.0,0.0
136,14.787861728668213,0,0,0.0,0.0
137,14.918615818023682,0,0,0.0,0.0
138,16.24525146484375,0,1,0.0,0.0
139,14.000938892364502,0,0,0.0,0.0
140,15.85486717224121,0,1,0.0,0.0
141,12.812440443038941,0,0,0.0,0.0
142,15.360593509674072,0,1,0.0,0.0
143,14.37075891494751,0,0,0.0,0.0
144,14.586943244934082,0,0,0.0,0.0
145,13.665303039550784,0,0,0.0,0.0
146,13.974084758758545,0,0,0.0,0.0
147,18.103168487548828,0,1,0.0,0.0
148,13.676244974136353,0,0,0.0,0.0
149,16.31510696411133,0,1,0.0,0.0
150,14.604645347595214,0,0,0.0,0.0
151,12.368212890625,0,0,0.0,0.0
152,17.109503936767574,0,1,0.0,0.0
153,17.92064266204834,0,1,1.0,0.0
154,15.525086736679075,0,1,0.0,0.0
155,16.092441940307616,0,1,0.0,0.0
156,12.538575696945193,0,0,0.0,0.0
