,Reconstruction_error,True_class
0,3.117748260498047,0
1,74.09434509277344,0
2,1.7064085801442463,0
3,4.955233037471771,0
4,13.136558341979981,0
5,5.6266894698143,0
6,4.288905918598175,0
7,4.872492170333862,0
8,155.65126342773436,0
9,6.529874420166015,0
10,215.23131713867187,1
11,13.66989345550537,1
12,14.358697891235352,1
13,5.665492522716522,1
14,12.245379447937012,0
15,4.530947160720825,0
16,2155.1405517578123,0
17,10.882236963510513,0
18,6.234281894564629,0
19,6.111104035377503,0
20,33.42802810668945,0
21,15.082674026489258,0
22,13.138877296447754,0
23,14.071980667114257,0
24,4.280157518386841,0
25,5.523420333862305,0
26,28.194320297241212,0
27,11.782215404510499,0
28,10.518926334381103,0
29,30.047121810913087,0
30,39.475462913513184,0
31,35.7894287109375,0
32,21.65335168838501,0
33,25.6972412109375,0
34,23.224511909484864,0
35,7.727835035324096,0
36,442.2166748046875,1
37,12.510355854034424,1
38,33.50944986343384,1
39,39.54938583374023,1
40,40.363787460327146,0
41,13.258714294433593,0
42,22.699597358703613,0
43,78.68256530761718,0
44,45.60433578491211,0
45,29.986561965942382,0
46,20.51692137718201,0
47,8.706084251403809,0
48,14.431622767448426,0
49,21.671616005897523,0
50,26.62304036617279,0
51,21.906426966190338,0
52,12.906360703706742,0
53,12.065222799777985,0
54,55.54165878295898,0
55,34.188171768188475,0
56,88.85200271606445,0
57,5.669773244857788,0
58,17.675733947753905,0
59,35.700750255584715,0
60,44.03429407179355,0
61,18.844949650764466,0
62,11.524485278129578,0
63,36.16628980636597,0
64,25.010320150852202,0
65,689.3026000976563,0
66,28.61816039085388,1
67,35.572323417663576,1
68,68.34492874145508,1
69,8.983734512329102,1
70,13.5867290019989,0
71,26.816346406936646,0
72,31.917924427986144,0
73,12.63989336490631,0
74,36.92452254295349,0
75,30.036957371234895,0
76,70.34567337036133,0
77,20.527658343315125,0
78,35.69152135848999,0
79,21.55672491788864,0
80,12.924615347385407,0
81,32.15224342346191,0
82,27.030354475975038,0
83,8.142877092212439,0
84,89.71463317871094,0
85,9.10971413552761,0
86,80.51519621014594,0
87,189.38435351848602,0
88,185.56473127827047,0
89,136.15193189382552,0
90,3742.2208740234373,0
91,35.777666854858396,0
92,28.38946113586426,0
93,125.11382827758788,0
94,57.19819679260254,1
95,45.11188163757324,1
96,60.62675743103027,1
97,15.33156976699829,1
98,22.46008095741272,0
99,25.702952575683593,0
100,31.54804358482361,0
101,23.95309817790985,0
102,36.07728538513184,0
103,23.47690839767456,0
104,15.551174306869507,0
105,13.228520098328591,0
106,13.32260866165161,0
107,2.899486804008484,0
108,25.033151483535768,0
109,14.83305640220642,0
110,13.263977605104447,0
111,26.347418520227073,0
112,3.9668830394744874,0
113,28.815158557891845,0
114,14.534939366579056,0
115,141.14513244628907,0
116,17.79898567199707,0
117,19.085449600219725,0
118,13.562651884555816,0
119,5.817862039804458,0
120,63.72385177612305,0
121,22.3757682800293,0
122,15.223743915557861,0
123,31.45252857208252,0
124,30.220141696929932,1
125,12.161392307281494,1
126,27.443153190612794,1
127,24.03898401260376,1
128,17.769135296344757,0
129,16.94201385974884,0
130,16.132549929618836,0
131,41.95934505462647,0
132,26.190154457092284,0
133,12.700079119205474,0
134,48.62009544372559,0
135,26.25174217224121,0
136,11.168649053573608,0
137,10.825150775909425,0
138,32.92852087020874,0
139,15.893478626012802,0
140,2.592538449168205,0
141,8.914226227998734,0
142,54.309682846069336,0
143,7.23013391494751,0
144,56.14382095336914,0
145,63.97885665893555,0
146,39.623061656951904,0
147,27.865285336971283,0
148,11.57028307914734,0
149,14.954971408843994,0
150,13.287760543823243,0
151,14.914028120040893,0
152,29.61447525024414,0
153,7.230499529838562,0
154,5.501309251785278,1
155,25.9945529460907,1
156,6.586235594749451,1
157,17.697354078292847,1
158,16.222788715362547,0
159,10.839529395103455,0
160,4.529927313327789,0
161,6.146607035398484,0
162,32.88500907421112,0
163,28.480541229248047,0
164,26.40082792714238,0
165,27.515310764312744,0
166,13.602039408683776,0
167,40.66039924621582,0
168,12.99855580329895,0
169,14.259903907775879,0
170,79.97669067382813,0
171,11.758170783519745,0
172,33.393327713012695,0
173,7.505778981745243,0
174,29.100982761383058,0
175,29.06225128173828,0
176,11.442480170726776,0
177,48.572753524780275,0
178,11.671461057662963,0
179,21.252208352088928,0
180,59.568181085586545,0
181,14.492341136932373,0
182,13.59488549232483,1
183,37.582726669311526,1
184,23.116763305664062,1
185,16.37908962368965,1
186,26.334244628250598,0
187,9.284476163983346,0
188,24.782628059387207,0
189,16.180559992790222,0
190,8.904896527528763,0
191,15.094835340976715,0
192,2.261485514044762,0
193,15.003863245248795,0
194,4.542351531982422,0
195,14.912343847751618,0
196,44.996874713897704,0
197,19.515401744842528,0
198,33.74152374267578,0
199,50.32100539207458,0
200,18.580513858795165,0
201,10.489985388517379,0
202,11.599592399597167,0
203,15.39106798171997,0
204,10.75790314078331,0
205,12.686905539035797,0
206,12.080824926495552,0
207,16.73763911128044,0
208,17.288836240768433,0
209,17.86571216583252,1
210,59.94712333679199,1
211,68.39166946411133,1
212,11.445780897140503,1
213,24.219200134277344,0
214,50.61482696533203,0
215,41.31927103996277,0
216,17.699085998535157,0
217,12.374400985240936,0
218,25.116380865871907,0
219,0.10432873740792274,0
220,26.200479078292847,0
221,11.136510448530316,0
222,7.5749200820922855,0
223,5.338249081373215,0
224,22.7149169921875,0
225,25.81166763305664,0
226,28.35169401168823,0
227,49.039794921875,0
228,24.90914249420166,0
229,29.01085090637207,0
230,64.7027750968933,0
231,23.695577204227448,0
232,42.24253716468811,0
233,41.55708656311035,0
234,36.137990951538086,0
235,22.230029678344728,0
236,64.6582716792822,0
237,72.05887985229492,0
238,77.81600303649903,1
239,17.232736992836,1
240,20.309286642074586,1
241,33.457234277715905,1
242,21.124017572402956,0
243,28.278358745574952,0
244,16.10227499008179,0
245,51.415992736816406,0
246,84.57244558334351,0
247,30.489443397521974,0
248,35.662714290618894,0
249,25.743769550323485,0
250,34.708337020874026,0
251,9.070250728726387,0
252,50.06293716430664,0
253,26.777433776855467,0
254,31.799742126464842,0
255,6.255841302871704,0
256,29.266587805747985,0
257,12.376058185100556,0
258,22.671732330322264,0
259,33.91865034103394,0
260,20.933001589775085,0
261,34.76861038208008,0
262,17.1672491312027,0
263,21.631142616271973,0
264,74.65972290039062,0
265,28.63001251220703,0
266,59.0156312584877,0
267,53.65499267578125,0
268,58.79382610321045,1
269,44.81884918212891,1
270,26.382174587249757,1
271,7.163598203659058,1
272,23.21372983455658,0
273,28.98987922668457,0
274,21.030845917761326,0
275,50.27791831493378,0
276,14.360006761550903,0
277,22.192616987228394,0
278,43.618536376953124,0
279,30.538771009445192,0
280,61.09420623779297,0
281,24.70314289331436,0
282,38.54512939453125,0
283,23.45974769592285,0
284,38.20617446899414,0
285,12.04885721206665,0
286,19.31376420110464,0
287,13.496814131736755,0
288,12.665962886810302,0
289,13.725836646556854,0
290,47.48764128684998,0
291,4.865903377532959,0
292,5.453103399276733,0
293,68.36586656570435,0
294,23.242516469955444,1
295,11.95614995956421,1
296,19.171030938625336,1
297,12.385349535942078,1
298,24.897708463668824,0
299,24.99104971885681,0
300,565.0369873046875,0
301,20.2238450050354,0
302,5.364620351791382,0
303,19.328471660614014,0
304,18.669514179229736,0
305,10.07475923895836,0
306,45.249702072143556,0
307,17.640958499908447,0
308,-0.0651764452457428,0
309,20.419704604148865,0
310,40.82961235046387,0
311,26.913116228580474,0
312,38.50258865356445,0
313,11.672753500938416,0
314,30.583574713766573,0
315,64.8255582332611,0
316,31.291211891174317,0
317,46.30283546447754,0
318,37.40857191085816,0
319,13.143728643655777,0
320,31.16113161444664,0
321,51.52444636821747,1
322,17.975793266296385,1
323,18.349966049194336,1
324,16.326121911406517,1
325,18.207947874069212,0
326,24.612352752685545,0
327,8.515899181365967,0
328,30.406837940216064,0
329,28.49918899536133,0
330,38.3780424118042,0
331,13.089006108790636,0
332,19.54847538471222,0
333,15.099590682983399,0
334,36.35797290802002,0
335,53.94498081207276,0
336,6.813369381427765,0
337,41.83302345275879,0
338,47.9837429523468,0
339,28.190833842754365,0
340,38.435997772216794,0
341,17.676098537445068,0
342,45.067440032958984,0
343,6.509239032864571,0
344,8.699727392196655,0
345,16.554222679138185,0
346,13.860601645708083,0
347,8.5977294921875,1
348,31.670662689208985,1
349,48.08035430908203,1
350,24.363079166412355,1
351,10.087228918075562,0
352,41.31240310668945,0
353,4.499927997589111,0
354,25.28519606590271,0
355,15.973157501220703,0
356,3.638796627521515,0
357,13.663352012634277,0
358,28.72999200820923,0
359,13.518617963790893,0
360,42.53938751220703,0
361,17.493033248186112,0
362,47.064358711242676,0
363,36.74685626029968,0
364,18.544703245162964,0
365,2.693951077759266,0
366,40.782790184020996,0
367,12.596397614479065,0
368,18.7175199508667,0
369,25.044724893569946,0
370,21.576281905174255,0
371,35.19690918922424,0
372,42.870725536346434,0
373,19.86602873802185,0
374,17.796544313430786,0
375,16.827175630629064,0
376,1.8301091635599733,1
377,40.457498168945314,1
378,51.40977830886841,1
379,22.374057841300964,1
380,24.306225395202638,0
381,20.720139455795287,0
382,39.65973052978516,0
383,14.686542320251466,0
384,21.883494186401368,0
385,46.928840446472165,0
386,23.113332319259644,0
387,18.966051864624024,0
388,55.577806091308595,0
389,9.568921983242035,0
390,9.16308616399765,0
391,7.52337155342102,0
392,8.163233721256256,0
393,7.108891952037811,0
394,30.579262924194335,0
395,15.652443599700927,0
396,48.01553192138672,0
397,30.713027954101562,0
398,22.247407531738283,0
399,5.8184479713439945,0
400,11.14401113986969,0
401,14.814835357666016,0
402,46.044868850708006,0
403,49.49223327636719,1
404,72.47977294921876,1
405,88.67368125915527,1
406,55.137973117828366,1
407,8.373471474647522,0
408,33.068118286132815,0
409,2.813302779197693,0
410,24.477431774139404,0
411,20.280318307876588,0
412,34.094198608398436,0
413,16.165047550201415,0
414,1.7559926569461823,0
415,6.3820299983024595,0
416,25.383109283447265,0
417,21.722239303588868,0
418,43.37068214416504,0
419,26.226745796203613,0
420,13.44198956489563,0
421,1.2347997963428496,0
422,17.54493865966797,0
423,14.379409885406494,0
424,15.834247493743897,0
425,30.052836227416993,0
426,11.175535869598388,0
427,7.362878084182739,0
428,28.674205708503724,0
429,37.474365425109866,0
430,17.47870454788208,0
431,52.923872756958005,1
432,45.87474136352539,1
433,57.907559871673584,1
434,99.05152740478516,1
435,14.473447608947755,0
436,31.031005477905275,0
437,5.598089933395386,0
438,9.377464771270752,0
439,6.118309259414673,0
440,49.31434555053711,0
441,33.85923748016357,0
442,11.135880947113037,0
443,27.484627342224123,0
444,19.23414707183838,0
445,6.6810544490814205,0
446,20.21559410095215,0
447,23.99053192138672,0
448,29.067884826660155,0
449,11.206566905975341,0
450,14.806321334838866,0
451,18.30926456451416,0
452,18.219545459747316,0
453,6.704405522346496,0
454,53.3576735496521,0
455,34.91312026977539,0
456,21.834490966796874,0
457,48.74401149749756,0
458,18.212205982208253,0
459,30.93720054626465,0
460,18.823459243774415,1
461,11.188360404968261,1
462,52.24391250610351,1
463,12.009580159187317,1
464,22.595310592651366,0
465,35.3359034538269,0
466,30.203684997558593,0
