index,172.20.1.164,172.20.2.148,172.20.2.151,172.20.1.170,172.20.2.149,172.20.1.165,172.20.1.171,172.20.2.152,172.20.1.166,172.20.1.172,172.20.2.153,172.20.1.168,172.20.2.154,172.20.1.173,172.20.1.167,172.20.2.150,172.20.2.155,172.20.1.169,label,target
1,4569.0,4752.333333333333,3120.6666666666665,5983.666666666667,3795.3333333333335,4613.666666666667,5129.666666666667,6582.666666666667,4858.333333333333,80142.66666666667,4016.0,3290.3333333333335,11310.0,6323.666666666667,4949.666666666667,4494.333333333333,4325.666666666667,4233.666666666667,0,
2,4569.0,4752.333333333333,3120.6666666666665,5983.666666666667,3795.3333333333335,4613.666666666667,5129.666666666667,6582.666666666667,4858.333333333333,80142.66666666667,4016.0,3290.3333333333335,11310.0,6323.666666666667,4949.666666666667,4494.333333333333,4325.666666666667,4233.666666666667,0,
3,4569.0,4752.333333333333,3120.6666666666665,5983.666666666667,3795.3333333333335,4613.666666666667,5129.666666666667,6582.666666666667,4858.333333333333,80142.66666666667,4016.0,3290.3333333333335,11310.0,6323.666666666667,4949.666666666667,4494.333333333333,4325.666666666667,4233.666666666667,0,
4,4993.0,6137.333333333333,3621.0,6411.0,4151.333333333333,4618.333333333333,5523.0,7972.666666666667,4763.0,127397.33333333333,5052.333333333333,4233.0,15442.333333333334,8760.333333333334,5657.666666666667,5380.0,5100.333333333333,4212.333333333333,0,
5,6124.333333333333,6139.333333333333,4391.666666666667,8213.333333333334,3930.6666666666665,5839.0,6923.333333333333,8513.333333333334,4435.333333333333,151856.33333333334,11248.0,4570.0,18783.666666666668,13658.333333333334,6555.333333333333,5833.666666666667,5318.666666666667,4916.0,0,
6,7012.333333333333,6831.0,4542.666666666667,8605.666666666666,4422.0,7476.666666666667,8474.0,7364.666666666667,4225.666666666667,142329.33333333334,19695.0,5132.333333333333,19513.0,17337.0,7226.333333333333,6459.333333333333,5566.333333333333,5354.0,0,
7,6714.333333333333,6012.666666666667,5150.666666666667,9640.666666666666,6004.666666666667,7482.333333333333,43641.333333333336,8183.666666666667,4601.666666666667,138385.0,26773.0,5434.333333333333,19887.0,21407.333333333332,7205.666666666667,6266.0,5439.0,5174.666666666667,0,
8,7048.0,5710.0,4982.666666666667,10144.0,8064.333333333333,6522.333333333333,45186.0,7044.333333333333,5129.0,118181.66666666667,35150.333333333336,5617.666666666667,20890.333333333332,26094.666666666668,8543.333333333334,6598.0,5745.0,5314.0,0,
9,7006.333333333333,4696.333333333333,5020.0,11171.0,7352.333333333333,6810.666666666667,45079.0,8402.0,5207.333333333333,120514.33333333333,41097.0,5085.0,22438.333333333332,28650.666666666668,9326.0,5680.333333333333,6066.666666666667,5143.333333333333,0,
10,8068.333333333333,4698.666666666667,4216.0,11759.333333333334,7293.666666666667,6873.333333333333,12029.333333333334,6989.333333333333,5801.333333333333,95288.33333333333,46224.0,5212.0,21753.333333333332,31210.333333333332,10592.333333333334,5822.666666666667,6200.666666666667,6109.0,0,
