index,172.20.1.164,172.20.2.148,172.20.2.151,172.20.1.170,172.20.2.149,172.20.1.165,172.20.1.171,172.20.2.152,172.20.1.166,172.20.1.172,172.20.2.153,172.20.1.168,172.20.2.154,172.20.1.173,172.20.1.167,172.20.2.150,172.20.2.155,172.20.1.169,label,target
1,59,40,59,58,44,48,75,68,60,137,41,56,76,51,54,53,68,56,0,
2,65,26,38,56,34,47,40,39,46,46,34,55,42,40,58,55,42,59,0,
3,53,56,37,44,25,46,70,45,45,52,50,50,36,36,42,35,15,41,0,
4,46,32,40,56,26,37,57,46,72,75,35,51,37,44,66,43,41,35,0,
5,40,32,46,46,58,54,36,38,32,41,27,58,41,51,57,34,45,54,0,
6,51,43,41,38,27,44,40,26,50,58,43,54,37,42,58,48,29,48,0,
7,47,52,61,56,42,42,43,74,60,175,26,65,91,49,54,28,44,56,0,
8,55,54,67,60,36,66,176,77,47,187,39,43,97,54,44,52,56,44,0,
9,49,57,30,54,47,41,49,77,48,150,37,45,77,65,57,68,63,48,0,
10,51,56,70,58,39,46,57,118,66,269,32,57,121,50,66,64,58,63,0,
11,45,42,64,61,66,63,62,103,46,263,42,54,123,66,57,69,60,47,0,
12,42,41,68,59,60,47,59,104,61,226,40,49,145,52,47,53,60,46,0,
13,46,55,80,54,56,65,44,113,42,336,29,55,149,67,52,76,77,63,0,
14,27,70,58,60,38,199,52,111,48,373,36,42,197,62,75,81,78,55,0,
15,61,45,69,67,77,45,53,122,48,343,28,50,172,64,52,70,64,54,0,
16,48,71,84,48,34,68,66,135,43,360,85,177,204,84,57,78,81,47,0,
17,65,58,58,84,58,47,84,116,63,314,94,46,166,96,68,72,67,59,0,
18,73,58,89,90,64,80,76,159,66,404,98,57,198,267,75,76,88,36,0,
19,72,75,88,98,53,84,104,127,58,368,124,40,164,113,64,82,101,67,0,
20,66,72,69,117,54,61,82,121,45,397,135,49,190,166,94,90,90,70,0,
21,60,47,70,109,81,68,117,135,59,338,147,50,163,123,99,82,109,64,0,
22,78,62,56,112,64,74,95,109,41,337,161,46,185,176,76,86,111,66,0,
23,67,82,79,118,39,57,139,126,54,471,197,43,166,180,82,77,89,60,0,
24,85,48,65,106,78,50,112,68,49,221,205,60,131,212,98,64,106,53,1,172.20.1.169
25,47,36,47,90,85,84,131,79,47,231,145,49,124,135,81,55,95,42,1,172.20.1.169
26,81,62,57,104,28,48,131,110,63,335,199,55,149,219,108,71,100,18,1,172.20.1.169
27,78,36,64,134,63,77,185,78,53,218,285,49,124,264,106,74,104,195,0,
28,68,51,84,141,54,64,180,152,39,453,288,50,211,261,115,96,125,58,0,
