index,172.20.1.164,172.20.2.148,172.20.2.151,172.20.1.170,172.20.2.149,172.20.1.165,172.20.1.171,172.20.2.152,172.20.1.166,172.20.1.172,172.20.2.153,172.20.1.168,172.20.2.154,172.20.1.173,172.20.1.167,172.20.2.150,172.20.2.155,172.20.1.169,label,target
1,59.0,36.0,52.0,74.0,44.0,41.0,81.0,58.0,61.0,202.0,26.0,53.0,59.0,53.0,57.0,50.0,56.0,56.0,0,
2,62.0,26.0,42.0,52.0,34.0,45.0,35.0,39.0,40.0,48.0,34.0,46.0,42.0,35.0,53.0,58.0,38.0,50.0,0,
3,49.0,59.0,37.0,42.0,28.0,38.0,66.0,45.0,46.0,49.0,46.0,52.0,39.0,32.0,38.0,35.0,18.0,38.0,0,
4,43.0,32.0,37.0,55.0,30.0,32.0,59.0,39.0,69.0,74.0,35.0,47.0,37.0,37.0,62.0,39.0,38.0,35.0,0,
5,41.0,29.0,46.0,46.0,53.0,53.0,31.0,35.0,32.0,37.0,27.0,58.0,41.0,48.0,57.0,34.0,44.0,51.0,0,
6,39.0,40.0,41.0,34.0,28.0,40.0,45.0,26.0,46.0,53.0,43.0,52.0,37.0,33.0,51.0,48.0,27.0,47.0,0,
7,44.0,47.0,53.0,59.0,45.0,36.0,41.0,62.0,55.0,237.0,28.0,56.0,82.0,43.0,48.0,25.0,38.0,51.0,0,
8,51.0,50.0,63.0,66.0,36.0,65.0,144.0,52.0,44.0,303.0,39.0,43.0,70.0,50.0,44.0,44.0,45.0,42.0,0,
9,50.0,50.0,25.0,57.0,47.0,38.0,46.0,64.0,46.0,232.0,37.0,41.0,55.0,62.0,55.0,64.0,55.0,46.0,0,
10,48.0,48.0,60.0,66.0,39.0,40.0,57.0,91.0,64.0,394.0,36.0,59.0,88.0,44.0,62.0,63.0,44.0,56.0,0,
11,48.0,29.0,55.0,69.0,65.0,73.0,59.0,75.0,46.0,428.0,39.0,52.0,94.0,66.0,62.0,59.0,40.0,45.0,0,
12,42.0,34.0,53.0,68.0,56.0,41.0,55.0,82.0,56.0,396.0,41.0,53.0,112.0,51.0,47.0,49.0,44.0,47.0,0,
13,43.0,47.0,68.0,63.0,69.0,63.0,42.0,83.0,45.0,527.0,33.0,47.0,115.0,61.0,46.0,65.0,56.0,57.0,0,
14,21.0,58.0,43.0,84.0,38.0,170.0,48.0,76.0,44.0,651.0,44.0,38.0,133.0,60.0,71.0,67.0,53.0,52.0,0,
15,58.0,37.0,58.0,81.0,84.0,38.0,49.0,87.0,43.0,597.0,31.0,46.0,134.0,52.0,50.0,60.0,45.0,49.0,0,
16,47.0,48.0,62.0,88.0,34.0,69.0,61.0,88.0,44.0,699.0,92.0,46.0,122.0,89.0,67.0,53.0,37.0,56.0,0,
17,59.0,49.0,56.0,97.0,63.0,47.0,65.0,92.0,56.0,510.0,143.0,42.0,129.0,71.0,61.0,67.0,40.0,49.0,0,
18,61.0,44.0,71.0,115.0,70.0,82.0,59.0,109.0,60.0,709.0,149.0,51.0,137.0,205.0,67.0,59.0,56.0,32.0,0,
19,62.0,62.0,76.0,116.0,56.0,91.0,79.0,92.0,57.0,573.0,178.0,32.0,122.0,97.0,63.0,70.0,75.0,63.0,0,
20,57.0,58.0,60.0,132.0,65.0,56.0,60.0,93.0,41.0,610.0,212.0,49.0,147.0,124.0,78.0,74.0,66.0,70.0,0,
21,49.0,40.0,50.0,120.0,62.0,74.0,90.0,93.0,53.0,561.0,234.0,51.0,123.0,97.0,87.0,71.0,82.0,54.0,0,
22,61.0,52.0,40.0,125.0,67.0,81.0,68.0,70.0,38.0,600.0,260.0,44.0,128.0,132.0,62.0,69.0,80.0,54.0,0,
23,52.0,69.0,65.0,132.0,43.0,56.0,86.0,89.0,51.0,638.0,340.0,39.0,130.0,122.0,67.0,70.0,66.0,51.0,0,
24,65.0,48.0,58.0,121.0,96.0,47.0,71.0,55.0,44.0,327.0,339.0,55.0,110.0,150.0,77.0,58.0,78.0,25.0,1,172.20.1.169
25,38.0,32.0,41.0,101.0,101.0,82.0,97.0,57.0,40.0,356.0,228.0,43.0,95.0,103.0,70.0,46.0,74.0,16.0,1,172.20.1.169
26,66.0,52.0,48.0,113.0,28.0,47.0,90.0,82.0,51.0,495.0,325.0,52.0,109.0,162.0,91.0,65.0,72.0,10.0,1,172.20.1.169
27,62.0,32.0,54.0,144.0,74.0,84.0,121.0,56.0,47.0,339.0,477.0,49.0,95.0,189.0,86.0,68.0,70.0,10.0,0,
28,50.0,45.0,68.0,170.0,58.0,67.0,130.0,101.0,35.0,740.0,441.0,44.0,163.0,201.0,103.0,82.0,80.0,43.0,0,
29,56.0,55.0,56.0,179.0,115.0,44.0,113.0,85.0,68.0,664.0,434.0,36.0,148.0,182.0,87.0,87.0,60.0,51.0,0,
30,56.0,61.0,46.0,164.0,97.0,65.0,126.0,113.0,40.0,645.0,526.0,52.0,158.0,231.0,86.0,84.0,90.0,57.0,0,
31,73.0,65.0,58.0,237.0,44.0,92.0,107.0,101.0,37.0,723.0,413.0,35.0,173.0,183.0,106.0,77.0,91.0,39.0,0,
32,41.0,53.0,64.0,147.0,101.0,75.0,111.0,117.0,49.0,806.0,414.0,57.0,184.0,159.0,95.0,80.0,79.0,52.0,0,
33,78.0,70.0,49.0,165.0,62.0,69.0,208.0,91.0,39.0,812.0,435.0,45.0,169.0,187.0,103.0,89.0,81.0,73.0,0,
34,52.0,50.0,64.0,157.0,65.0,85.0,122.0,129.0,67.0,681.0,460.0,57.0,176.0,177.0,100.0,84.0,83.0,51.0,0,
35,59.0,48.0,57.0,176.0,88.0,94.0,123.0,122.0,51.0,743.0,517.0,53.0,180.0,204.0,82.0,102.0,100.0,59.0,0,
36,69.0,73.0,75.0,184.0,35.0,125.0,117.0,133.0,55.0,966.0,434.0,31.0,199.0,162.0,91.0,83.0,103.0,52.0,0,
37,74.0,58.0,71.0,151.0,93.0,58.0,84.0,130.0,55.0,1045.0,414.0,72.0,231.0,192.0,95.0,81.0,96.0,70.0,0,
38,59.0,60.0,78.0,162.0,75.0,108.0,143.0,121.0,56.0,897.0,412.0,53.0,197.0,178.0,109.0,91.0,86.0,66.0,0,
39,70.0,65.0,76.0,221.0,113.0,66.0,143.0,127.0,46.0,1052.0,672.0,50.0,247.0,288.0,146.0,91.0,121.0,52.0,0,
40,61.0,73.0,76.0,191.0,106.0,152.0,132.0,152.0,45.0,961.0,521.0,65.0,228.0,196.0,94.0,91.0,117.0,73.0,0,
41,97.0,58.0,71.0,254.0,74.0,99.0,169.0,121.0,46.0,1076.0,664.0,57.0,263.0,270.0,122.0,122.0,104.0,50.0,0,
42,71.0,77.0,66.0,211.0,111.0,199.0,126.0,132.0,46.0,934.0,516.0,62.0,219.0,214.0,104.0,89.0,100.0,60.0,0,
43,64.0,53.0,75.0,198.0,157.0,67.0,140.0,111.0,50.0,898.0,575.0,56.0,218.0,238.0,101.0,110.0,95.0,80.0,0,
44,62.0,81.0,68.0,190.0,94.0,82.0,120.0,139.0,55.0,1112.0,463.0,36.0,252.0,217.0,105.0,107.0,103.0,76.0,0,
45,73.0,50.0,77.0,205.0,149.0,151.0,107.0,158.0,53.0,1177.0,518.0,43.0,265.0,235.0,103.0,124.0,107.0,75.0,0,
46,61.0,66.0,59.0,195.0,83.0,96.0,134.0,155.0,44.0,1124.0,527.0,44.0,247.0,232.0,126.0,113.0,90.0,81.0,0,
47,85.0,55.0,66.0,218.0,158.0,108.0,116.0,140.0,67.0,1129.0,547.0,42.0,221.0,242.0,108.0,103.0,99.0,62.0,0,
48,70.0,60.0,72.0,197.0,124.0,94.0,141.0,137.0,44.0,1114.0,549.0,64.0,259.0,273.0,95.0,112.0,98.0,46.0,0,
49,49.0,54.0,82.0,236.0,62.0,86.0,107.0,158.0,43.0,1370.0,546.0,49.0,281.0,244.0,120.0,123.0,106.0,61.0,0,
50,45.0,59.0,70.0,164.0,109.0,97.0,90.0,166.0,28.0,1263.0,172.0,49.0,236.0,119.0,85.0,92.0,80.0,72.0,1,172.20.2.153
51,43.0,59.0,106.0,143.0,82.0,58.0,50.0,170.0,52.0,1490.0,3.0,42.0,277.0,75.0,69.0,101.0,112.0,56.0,1,172.20.2.153
52,34.0,77.0,89.0,166.0,136.0,143.0,41.0,228.0,47.0,1962.0,11.0,50.0,355.0,86.0,69.0,122.0,102.0,61.0,1,172.20.2.153
53,53.0,81.0,81.0,159.0,37.0,59.0,59.0,186.0,55.0,1826.0,50.0,50.0,335.0,88.0,100.0,117.0,82.0,57.0,0,
54,57.0,74.0,101.0,229.0,156.0,144.0,96.0,252.0,40.0,2114.0,232.0,38.0,389.0,156.0,105.0,143.0,107.0,48.0,0,
55,71.0,90.0,98.0,202.0,104.0,106.0,79.0,189.0,51.0,1952.0,236.0,55.0,382.0,156.0,107.0,143.0,101.0,48.0,0,
56,45.0,89.0,93.0,208.0,139.0,149.0,79.0,219.0,52.0,2053.0,221.0,44.0,358.0,132.0,92.0,126.0,116.0,76.0,0,
57,53.0,84.0,98.0,211.0,97.0,124.0,89.0,226.0,43.0,2197.0,246.0,40.0,420.0,175.0,128.0,148.0,132.0,53.0,0,
58,56.0,77.0,90.0,190.0,57.0,83.0,76.0,192.0,47.0,1822.0,180.0,39.0,349.0,131.0,92.0,121.0,92.0,46.0,0,
59,56.0,95.0,115.0,199.0,88.0,109.0,94.0,238.0,53.0,2047.0,249.0,44.0,393.0,151.0,104.0,130.0,125.0,72.0,0,
60,71.0,102.0,111.0,202.0,104.0,72.0,176.0,208.0,47.0,1954.0,310.0,46.0,380.0,178.0,108.0,153.0,108.0,61.0,0,
61,57.0,75.0,91.0,202.0,198.0,116.0,99.0,246.0,50.0,2211.0,335.0,60.0,394.0,213.0,107.0,135.0,140.0,77.0,0,
62,52.0,102.0,96.0,209.0,49.0,86.0,89.0,237.0,61.0,2002.0,326.0,48.0,396.0,194.0,124.0,150.0,121.0,56.0,0,
63,50.0,45.0,88.0,201.0,192.0,106.0,94.0,220.0,51.0,1918.0,306.0,48.0,378.0,162.0,102.0,133.0,114.0,69.0,0,
64,70.0,68.0,95.0,217.0,104.0,116.0,122.0,204.0,42.0,1967.0,408.0,58.0,401.0,198.0,108.0,143.0,124.0,77.0,0,
65,42.0,83.0,97.0,220.0,145.0,93.0,104.0,247.0,52.0,2175.0,324.0,41.0,388.0,209.0,115.0,148.0,133.0,59.0,0,
66,54.0,81.0,111.0,256.0,157.0,101.0,118.0,224.0,56.0,2241.0,424.0,29.0,443.0,216.0,118.0,146.0,136.0,61.0,0,
67,65.0,83.0,100.0,254.0,109.0,154.0,117.0,235.0,47.0,1993.0,520.0,67.0,391.0,255.0,136.0,139.0,131.0,63.0,0,
68,86.0,72.0,99.0,249.0,80.0,118.0,106.0,232.0,60.0,2048.0,407.0,45.0,380.0,205.0,123.0,134.0,118.0,63.0,0,
69,55.0,74.0,91.0,231.0,96.0,83.0,110.0,212.0,44.0,1923.0,438.0,64.0,373.0,218.0,124.0,125.0,118.0,55.0,0,
70,54.0,76.0,100.0,238.0,101.0,182.0,103.0,233.0,39.0,2045.0,393.0,64.0,372.0,210.0,122.0,145.0,121.0,57.0,0,
71,61.0,74.0,87.0,234.0,171.0,123.0,127.0,198.0,49.0,1873.0,450.0,54.0,403.0,235.0,128.0,147.0,125.0,56.0,0,
72,55.0,80.0,89.0,226.0,88.0,131.0,101.0,236.0,54.0,1948.0,383.0,46.0,351.0,195.0,135.0,114.0,119.0,52.0,0,
73,70.0,83.0,90.0,236.0,151.0,111.0,118.0,201.0,56.0,1886.0,409.0,52.0,356.0,202.0,125.0,153.0,115.0,59.0,0,
74,57.0,95.0,95.0,283.0,157.0,123.0,88.0,277.0,56.0,2482.0,429.0,42.0,356.0,244.0,142.0,160.0,143.0,69.0,0,
75,85.0,64.0,97.0,254.0,126.0,90.0,120.0,240.0,47.0,2129.0,397.0,51.0,387.0,209.0,113.0,147.0,103.0,77.0,0,
76,67.0,72.0,97.0,294.0,151.0,97.0,115.0,268.0,45.0,2436.0,488.0,52.0,444.0,240.0,111.0,156.0,135.0,90.0,0,
77,50.0,69.0,90.0,260.0,156.0,134.0,119.0,257.0,38.0,2104.0,427.0,48.0,407.0,234.0,138.0,149.0,113.0,55.0,1,172.20.2.151
78,63.0,56.0,90.0,159.0,43.0,89.0,89.0,141.0,44.0,2104.0,295.0,37.0,407.0,135.0,167.0,80.0,80.0,37.0,1,172.20.2.151
79,63.0,52.0,63.0,191.0,90.0,81.0,94.0,145.0,45.0,1343.0,346.0,45.0,261.0,165.0,91.0,108.0,106.0,57.0,1,172.20.2.151
80,46.0,55.0,68.0,178.0,48.0,98.0,82.0,113.0,57.0,1242.0,295.0,58.0,218.0,164.0,80.0,95.0,99.0,43.0,1,172.20.2.151
81,67.0,70.0,108.0,267.0,228.0,103.0,140.0,253.0,55.0,2077.0,539.0,37.0,395.0,233.0,125.0,147.0,117.0,78.0,0,
82,63.0,77.0,113.0,280.0,155.0,78.0,151.0,234.0,41.0,2183.0,585.0,60.0,423.0,271.0,149.0,155.0,132.0,78.0,0,
