index,172.20.1.164,172.20.2.148,172.20.2.151,172.20.1.170,172.20.2.149,172.20.1.165,172.20.1.171,172.20.2.152,172.20.1.166,172.20.1.172,172.20.2.153,172.20.1.168,172.20.2.154,172.20.1.173,172.20.1.167,172.20.2.150,172.20.2.155,172.20.1.169,label,target
1,59.0,40.0,59.0,58.0,44.0,48.0,75.0,68.0,60.0,137.0,41.0,56.0,76.0,51.0,54.0,53.0,68.0,56.0,0,
2,65.0,26.0,38.0,56.0,34.0,47.0,40.0,39.0,46.0,46.0,34.0,55.0,42.0,40.0,58.0,55.0,42.0,59.0,0,
3,53.0,56.0,37.0,44.0,25.0,46.0,70.0,45.0,45.0,52.0,50.0,50.0,36.0,36.0,42.0,35.0,15.0,41.0,0,
4,46.0,32.0,40.0,56.0,26.0,37.0,57.0,46.0,72.0,75.0,35.0,51.0,37.0,44.0,66.0,43.0,41.0,35.0,0,
5,40.0,32.0,46.0,46.0,58.0,54.0,36.0,38.0,32.0,41.0,27.0,58.0,41.0,51.0,57.0,34.0,45.0,54.0,0,
6,51.0,43.0,41.0,38.0,27.0,44.0,40.0,26.0,50.0,58.0,43.0,54.0,37.0,42.0,58.0,48.0,29.0,48.0,0,
7,47.0,52.0,61.0,56.0,42.0,42.0,43.0,74.0,60.0,175.0,26.0,65.0,91.0,49.0,54.0,28.0,44.0,56.0,0,
8,55.0,54.0,67.0,60.0,36.0,66.0,176.0,77.0,47.0,187.0,39.0,43.0,97.0,54.0,44.0,52.0,56.0,44.0,0,
9,49.0,57.0,30.0,54.0,47.0,41.0,49.0,77.0,48.0,150.0,37.0,45.0,77.0,65.0,57.0,68.0,63.0,48.0,0,
10,51.0,56.0,70.0,58.0,39.0,46.0,57.0,118.0,66.0,269.0,32.0,57.0,121.0,50.0,66.0,64.0,58.0,63.0,0,
11,45.0,42.0,64.0,61.0,66.0,63.0,62.0,103.0,46.0,263.0,42.0,54.0,123.0,66.0,57.0,69.0,60.0,47.0,0,
12,42.0,41.0,68.0,59.0,60.0,47.0,59.0,104.0,61.0,226.0,40.0,49.0,145.0,52.0,47.0,53.0,60.0,46.0,0,
13,46.0,55.0,80.0,54.0,56.0,65.0,44.0,113.0,42.0,336.0,29.0,55.0,149.0,67.0,52.0,76.0,77.0,63.0,0,
14,27.0,70.0,58.0,60.0,38.0,199.0,52.0,111.0,48.0,373.0,36.0,42.0,197.0,62.0,75.0,81.0,78.0,55.0,0,
15,61.0,45.0,69.0,67.0,77.0,45.0,53.0,122.0,48.0,343.0,28.0,50.0,172.0,64.0,52.0,70.0,64.0,54.0,0,
16,48.0,71.0,84.0,48.0,34.0,68.0,66.0,135.0,43.0,360.0,85.0,50.0,204.0,84.0,57.0,78.0,81.0,47.0,0,
17,65.0,58.0,58.0,84.0,58.0,47.0,84.0,116.0,63.0,314.0,94.0,46.0,166.0,96.0,68.0,72.0,67.0,59.0,0,
