172.20.0.0,172.20.1.164,172.20.1.165,172.20.1.166,172.20.1.167,172.20.1.168,172.20.1.169,172.20.1.170,172.20.1.171,172.20.1.172,172.20.1.173,172.20.1.210,172.20.1.215,172.20.2.148,172.20.2.149,172.20.2.150,172.20.2.151,172.20.2.152,172.20.2.153,172.20.2.154,172.20.2.155,172.20.2.167,172.20.2.212,172.20.2.217,172.20.2.218,172.20.2.226,172.20.1.211,172.20.2.228
819,1181,886,1661,1216,970,1842,1588,2646,14774,4695,11623,1232,812,1143,406,1386,2448,0,331,406,874,148,2169,336,17870,1574,0
555,1742,526,1411,1906,1216,930,1667,1696,44824,2228,14070,1316,690,1399,2856,575,1408,1068,5246,2115,1268,74,3177,822,19015,0,192
674,849,1548,886,1204,812,1068,2227,1301,32901,2976,12550,746,1309,1474,1439,1075,2073,0,6386,1407,2184,0,1615,822,19585,1807,0
555,1817,1005,526,1142,737,1662,1005,885,11103,959,13115,860,737,0,966,1237,1808,662,2264,1143,546,0,1851,411,15780,0,192
2841,480,187,1696,639,1696,406,1548,3162,1291,1045,15025,679,1068,662,1143,1474,662,1068,406,1143,0,74,4536,1083,15601,5214,0
770,1594,1667,775,886,895,924,1004,222,593,736,11800,1196,737,406,331,737,1474,737,331,331,0,148,2810,1494,15215,1438,0
3019,1365,519,1291,1301,1290,599,113,444,1005,1399,15595,940,812,1143,1143,737,406,737,1068,1474,0,74,2754,1083,15590,4922,192
548,1256,1141,850,1365,970,593,1621,885,1330,850,14070,1681,406,737,1805,1474,406,737,1143,1068,0,148,2853,747,19590,1508,0
2725,885,451,268,850,959,1742,1301,1068,342,148,10455,1426,406,812,1474,331,662,662,737,406,74,74,2909,336,14645,4153,192
345,1255,924,924,1005,639,1255,1290,970,1586,564,14065,1232,331,406,1399,1143,1143,737,1143,737,0,74,2592,336,14835,140,0
555,930,451,526,775,0,331,773,1548,811,222,11795,456,812,331,406,0,1143,812,1474,831,74,0,1936,1083,9315,0,192
1190,1255,924,1217,526,1474,599,1142,1301,1594,639,14450,820,1880,812,1143,1399,737,993,0,331,0,0,2384,747,18440,2650,0
1103,1188,268,451,479,1474,737,526,1365,737,1290,11215,785,1068,331,993,737,1143,1143,737,662,0,148,1925,411,14835,1434,192
2879,480,924,885,451,1771,1742,1474,1301,1005,451,15005,1231,1399,737,737,1357,1068,737,737,406,0,74,2454,1158,17685,5070,0
622,1263,1291,1661,1696,639,518,479,1290,924,593,11410,598,1068,737,406,406,662,1143,1143,0,0,148,2546,747,14825,1434,0
1864,885,850,885,1707,959,1005,1796,850,1816,331,11035,1015,662,406,331,662,1143,737,662,954,74,74,2680,1158,19390,4227,0
148,925,885,593,1365,970,593,1150,1291,924,775,11220,934,331,1143,812,737,1143,0,1474,331,0,74,2613,672,15590,0,0
629,885,451,3264,1181,2027,674,895,1068,1485,479,15210,456,662,406,1143,331,406,1474,737,1068,74,74,5044,747,15225,0,192
671,924,480,628,1216,331,593,1034,1669,2899,564,14445,1157,1068,737,1068,1549,737,737,737,1068,0,0,4455,336,14677,909,0
1103,674,600,1781,924,564,662,735,1217,479,1696,11800,1203,737,406,737,662,662,737,331,1237,0,74,2613,1494,15215,1434,192
2760,1217,1330,553,526,737,662,1217,639,519,233,13690,895,0,1143,1068,1474,812,737,1068,406,0,74,2183,822,12930,5218,0
1029,526,930,1045,811,970,1474,331,959,222,1365,12365,449,737,1068,737,331,1068,406,737,737,0,148,2486,1083,14070,1508,192
2054,480,1256,406,2000,2027,1411,970,233,1044,932,16175,559,1143,737,737,406,1068,331,662,1474,74,74,2310,1083,17295,4301,0
3259,850,628,479,884,1301,849,479,885,1142,812,11600,934,406,1143,0,1474,406,331,737,1143,0,74,1904,747,13500,5126,0
1528,1080,1256,737,1707,959,930,1841,444,856,1548,14840,604,737,1474,1068,1143,331,1068,1143,1162,74,74,2532,0,14065,2169,0
548,850,1217,628,1547,1632,1255,222,737,811,519,11965,859,1143,1068,662,406,0,406,993,737,0,74,2239,672,16350,769,0
1029,1005,268,639,1180,959,1005,895,1771,1336,553,14455,1614,1068,331,1474,737,406,1474,1068,406,0,74,3029,1083,14840,1434,192
1345,593,480,1290,148,1068,1512,884,782,1256,1376,11035,821,331,812,662,1068,406,812,331,737,74,0,2024,1008,15590,2693,0
1029,1005,1005,639,1142,737,737,526,628,1216,222,15400,524,1218,737,1143,1399,812,1399,737,331,0,148,2334,747,13685,1434,192
2318,480,999,1365,1301,959,406,880,639,849,639,11225,268,406,0,1143,737,1068,406,812,954,74,74,2599,1158,12540,4050,0
990,451,268,1181,1217,639,1330,885,1365,1365,1548,13125,860,331,1068,331,1474,737,812,1399,737,0,74,2292,1083,18060,2351,0
1861,628,1256,1143,233,628,674,1425,444,29149,737,10845,604,793,737,1068,1312,2000,662,2412,514,1376,74,2532,1158,12165,2509,192
935,1587,1216,1068,871,970,924,1128,674,25371,857,14640,1681,1755,331,737,575,3360,406,5681,845,1272,74,2366,747,16930,1103,0
2441,885,444,1376,1181,1365,1336,1348,850,22969,554,12757,604,1131,1143,284,906,1736,406,2569,1601,796,148,2867,747,15585,4002,192
