,Unnamed: 0,Reconstruction_error,True_class,pred_label,new_pred_label
0,0,1.7593096494674685,0,0,0
1,1,3.5394301414489746,0,0,0
2,2,9.836426417032877,0,0,0
3,3,10.171527862548828,0,0,0
4,4,16.901131057739256,0,0,0
5,5,3.85656373500824,0,0,0
6,6,7.168673610687256,0,0,0
7,7,3.398994997143745,0,0,0
8,8,531.371630859375,0,1,1
9,9,482.7670959472656,0,1,1
10,10,513.2995208740234,0,1,1
11,11,2.097445628046989,0,0,0
12,12,4.421919369697571,0,0,0
13,13,12.826081657409668,0,0,0
14,14,12.189708590507507,0,0,0
15,15,11.697903299331665,0,0,0
16,16,5.8729502677917464,0,0,0
17,17,6.261482441425325,0,0,0
18,18,2.4418291330337523,1,0,0
19,19,6.625185012817383,1,0,0
20,20,25.553319931030273,1,0,0
21,21,40.59486885070801,0,0,0
22,22,28.1759033203125,0,0,0
23,23,14.338067436218262,0,0,0
24,24,16.91952247619629,0,0,0
25,25,9.084702014923096,0,0,0
26,26,8.26234679222107,0,0,0
27,27,14.431545448303222,0,0,0
28,28,11.937949824333193,0,0,0
29,29,12.033306609280407,0,0,0
30,30,10.010457134246826,0,0,0
31,31,7.435003423690796,0,0,0
32,32,8.42664189338684,0,0,0
33,33,16.55415096282959,0,0,0
34,34,11.280153560638428,0,0,0
35,35,17.526513576507572,0,0,0
36,36,344.1096130371094,0,1,1
37,37,301.3388702392578,0,1,1
38,38,327.4472412109375,0,1,1
39,39,15.511968898773196,0,0,0
40,40,73.92171630859373,0,0,0
41,41,63.581967163085935,0,0,0
42,42,23.13066339492798,0,0,0
43,43,21.850296878814696,0,0,0
44,44,24.942414474487304,1,0,0
45,45,26.66605024337769,1,0,0
46,46,92.38558120727541,1,0,0
47,47,103.46077346801758,0,0,0
48,48,212.78699340820316,0,1,1
49,49,122.73025550842286,0,1,1
50,50,101.57389106750489,0,0,0
51,51,77.27318649291992,0,0,0
52,52,19.43332118988037,0,0,0
53,53,13.574536895751953,0,0,0
54,54,10.196078681945801,0,0,0
55,55,5.4493443965911865,0,0,0
56,56,9.32482681274414,0,0,0
57,57,9.313606548309329,0,0,0
58,58,1.0423092722892762,0,0,0
59,59,18.723685216903686,0,0,0
60,60,14.47889266014099,0,0,0
61,61,14.678407287597654,0,0,0
62,62,12.189627552032473,0,0,0
63,63,10.630088949203492,0,0,0
64,64,181.7975952148437,0,1,1
65,65,220.7336898803711,0,1,1
66,66,293.2265914916992,0,1,1
67,67,11.090486645698547,0,0,0
68,68,7.0753693103790285,0,0,0
69,69,13.275226306915282,0,0,0
70,70,98.16708984375,0,0,0
71,71,87.12797927856445,1,0,0
72,72,70.03935394287109,1,0,0
73,73,45.60983123779297,1,0,0
74,74,258.85370178222655,1,1,1
75,75,147.07412490844726,0,1,1
76,76,17.44159843325615,0,0,0
77,77,36.07979278564453,0,0,0
78,78,56.06030502319336,0,0,0
79,79,75.17039337158205,0,0,0
80,80,71.51444015502929,0,0,0
81,81,49.0642147064209,0,0,0
82,82,51.34832153320313,0,0,0
83,83,23.55272541046143,0,0,0
84,84,2.7977483212947845,0,0,0
85,85,7.609689331054687,0,0,0
86,86,11.9775987803936,0,0,0
87,87,3.5245049238204955,0,0,0
88,88,4.907999354600906,0,0,0
89,89,17.598243498802184,0,0,0
90,90,10.233611030876636,0,0,0
91,91,7.2714119911193835,0,0,0
92,92,226.99894409179691,0,1,1
93,93,232.6003448486328,0,1,1
94,94,272.24340667724607,0,1,1
95,95,12.651397705078125,0,0,0
96,96,9.670651721954346,0,0,0
97,97,5.747043561935425,0,0,0
98,98,25.157415103912353,0,0,0
99,99,127.20029401779176,0,1,1
100,100,308.2072491645813,0,1,1
101,101,152.44917788505555,1,1,1
102,102,80.89121657609941,1,0,0
103,103,665.129109954834,1,1,1
104,104,709.349658203125,0,1,1
105,105,484.0765441894531,0,1,1
106,106,539.0012420654297,0,1,1
107,107,367.74544219970704,0,1,1
108,108,283.04313049316414,0,1,1
109,109,175.4183036804199,0,1,1
110,110,147.3423812866211,0,1,1
111,111,106.66747436523436,0,0,0
112,112,39.59670753479004,0,0,0
113,113,17.48870677947998,0,0,0
114,114,43.37509346008301,0,0,0
115,115,62.23057327270508,0,0,0
116,116,84.84711990356445,0,0,0
117,117,52.51463661193848,0,0,0
118,118,22.46435852050781,0,0,0
119,119,252.17153930664062,0,1,1
120,120,226.45026702880855,0,1,1
121,121,323.80609130859375,0,1,1
122,122,47.63933982849121,0,0,0
123,123,42.93540573120117,0,0,0
124,124,14.49721393585205,0,0,0
125,125,17.246982955932616,0,0,0
126,126,25.895330047607427,0,0,0
127,127,39.71979904174805,0,0,0
128,128,41.06412467956543,1,0,0
129,129,66.36599731445311,1,0,0
130,130,260.3639366149902,1,1,1
131,131,204.70439453125,0,1,1
132,132,57.5814811706543,0,0,0
133,133,127.16705932617188,0,1,0
134,134,101.25869598388672,0,0,0
135,135,88.2887466430664,0,0,0
136,136,56.431558227539064,0,0,0
137,137,19.1197592496872,0,0,0
138,138,18.854546162486077,0,0,0
139,139,21.559527027606965,0,0,0
140,140,13.811752700805664,0,0,0
141,141,19.597769832611085,0,0,0
142,142,24.430852127075195,0,0,0
143,143,18.265739631652828,0,0,0
144,144,32.35974197387695,0,0,0
145,145,13.323122215270994,0,0,0
146,146,16.338717460632324,0,0,0
147,147,4.585619652271271,0,0,0
148,148,9.488511180877683,0,0,0
149,149,5.2919401168823255,0,0,0
150,150,8.874085521697998,0,0,0
151,151,0.7088148355484009,0,0,0
152,152,8.388887405395508,0,0,0
153,153,25.243656349182128,0,0,0
154,154,26.189790153503413,0,0,0
155,155,94.80012512207031,0,0,0
156,156,335.28738708496087,1,1,1
157,157,231.25580749511718,1,1,1
158,158,233.5621368408203,1,1,1
159,159,1219.3699142456055,1,1,1
160,160,640.43154296875,0,1,1
161,161,95.56559143066406,0,0,0
162,162,482.55499877929685,0,1,1
163,163,647.4359008789063,0,1,1
164,164,480.63905334472656,0,1,1
165,165,315.5540885925293,0,1,1
166,166,159.89279155731202,0,1,1
167,167,93.6423813018948,0,0,0
168,168,61.109567165374756,0,0,0
169,169,20.66864624023437,0,0,0
170,170,14.442970752716064,0,0,0
171,171,5.764715397357942,0,0,0
172,172,5.3023129284381865,0,0,0
173,173,240.34691772460937,0,1,1
174,174,274.9359802246093,0,1,1
175,175,344.13631591796883,0,1,1
176,176,11.53232717514038,0,0,0
177,177,7.791823816299439,0,0,0
178,178,34.30948753356934,0,0,0
179,179,15.459235191345215,0,0,0
180,180,43.07723474502564,0,0,0
181,181,150.6998941719532,0,1,0
182,182,93.0300718188286,1,0,0
183,183,56.99800029993058,1,0,0
184,184,327.40335636138917,1,1,1
185,185,468.6341396331788,1,1,1
186,186,259.1991714477539,0,1,1
187,187,248.61373901367188,0,1,1
188,188,693.6353393554688,0,1,1
189,189,391.5911834716797,0,1,1
190,190,139.01261100769042,0,1,1
191,191,100.98742961883544,0,0,0
192,192,108.64725791215895,0,0,0
193,193,61.25199432373047,0,0,0
194,194,20.652022624015807,0,0,0
195,195,2.081340456008911,0,0,0
196,196,10.606046676635742,0,0,0
197,197,8.19616470336914,0,0,0
198,198,25.28734512329101,0,0,0
199,199,13.253328514099119,0,0,0
200,200,23.133237457275392,0,0,0
201,201,11.561915397644045,0,0,0
202,202,18.567551231384282,0,0,0
203,203,2.1761201918125157,0,0,0
204,204,8.671905422210694,0,0,0
205,205,15.391023063659668,0,0,0
206,206,23.02726440429688,0,0,0
207,207,23.920852088928218,0,0,0
208,208,47.54673404693604,0,0,0
209,209,68.63437132835388,1,0,0
210,210,101.20961151123045,1,0,0
211,211,146.79054718017582,1,1,1
212,212,231.38205032348637,0,1,1
213,213,375.106707763672,0,1,1
214,214,541.3604705810546,0,1,1
215,215,423.7120422363281,0,1,1
216,216,286.3196533203125,0,1,1
217,217,113.7905933380127,0,1,1
218,218,59.24520874023438,0,0,0
219,219,15.310811805725098,0,0,0
220,220,10.619230735301972,0,0,0
221,221,5.424467062950134,0,0,0
