172.20.0.0,172.20.1.164,172.20.1.165,172.20.1.166,172.20.1.167,172.20.1.168,172.20.1.169,172.20.1.170,172.20.1.171,172.20.1.172,172.20.1.173,172.20.1.210,172.20.1.215,172.20.2.148,172.20.2.149,172.20.2.150,172.20.2.151,172.20.2.152,172.20.2.153,172.20.2.154,172.20.2.155,172.20.2.167,172.20.2.212,172.20.2.217,172.20.2.218,172.20.2.226,172.20.1.211,172.20.2.228
1722,2087,1594,2921,2808,1711,2921,718,1327,3872,757,6051,1414,1520,2090,2435,3033,4090,4943,570,1554,12000,148,1577,575,9927,671,0
340,3002,1714,2432,3762,2048,1482,2352,2882,7864,1945,7786,2296,643,2470,5082,1450,2729,1900,6065,3357,35354,74,2437,1530,10589,0,407
1881,1401,2734,1594,3153,1594,1900,3073,2281,9861,2600,7305,1799,1972,2660,2616,1687,2290,0,5639,2579,26414,0,1171,1530,10584,600,0
340,2432,1672,954,1404,1330,2850,1598,1404,3565,1552,6969,1527,1330,0,2271,2245,2979,1140,2248,2090,8744,0,1742,765,9410,0,407
5362,834,261,2122,764,2882,760,1974,5414,2238,1901,8709,913,1900,1140,1520,2660,1140,1900,760,2090,0,74,3385,1915,9518,2693,0
1734,2854,2812,1327,1594,1521,1591,1619,222,1021,1214,6578,2102,1330,760,570,1330,2660,1330,570,570,0,148,2081,2680,8559,474,0
5188,2312,947,2432,2281,2122,1672,187,757,1672,2470,8603,1492,1520,2090,2090,1330,760,1330,1900,2660,0,74,1968,1915,8298,2538,407
1656,1517,1858,1517,2882,2281,1021,2692,1672,2351,1711,8523,2941,760,1330,2660,1900,760,1330,2090,1900,0,148,1873,1340,10669,400,0
4493,2238,1524,342,1517,1552,3002,2281,2087,416,148,5826,2447,760,1520,2660,570,1140,1140,1330,760,74,74,2130,575,7310,2170,407
288,2161,644,1591,1478,1141,2161,2122,1524,1401,951,7375,2179,570,760,2470,2090,2090,1330,2090,2090,0,74,2272,575,9446,197,0
340,1482,764,954,1327,0,570,1376,2734,1404,222,6467,769,1520,570,760,0,2090,2280,2660,209,74,0,1418,1915,5270,0,407
2724,2161,2351,2164,1028,2660,912,1974,2281,2854,1141,8042,1224,3420,1520,2090,2470,1330,1710,0,570,0,0,1718,1340,9847,1116,0
1922,2094,342,764,718,2660,1330,954,2312,1330,2122,7225,1986,1330,0,1710,1330,2090,2090,760,1140,0,148,1481,765,7967,400,407
5218,834,1591,1552,764,2312,3002,2660,2851,1672,764,8336,2063,2470,1330,1330,2450,1900,1330,1330,760,0,74,1862,2105,9927,2731,0
1582,2284,2238,2087,2882,1141,831,718,1552,1591,1021,6312,1026,1900,1330,760,760,1140,2090,2090,0,0,148,2028,1340,8924,474,0
4301,1478,1711,2238,3041,1552,1672,3395,1517,3076,1330,6167,1682,1140,760,570,1140,2090,1330,1140,969,74,74,1894,2105,9922,1790,0
148,1707,1478,1021,2312,2281,1021,1552,2238,1591,1327,6643,1601,570,1330,1520,1330,2090,0,2660,761,0,74,2021,1150,8267,0,0
414,1478,764,5228,2087,2882,342,1521,1900,2506,718,6974,769,1140,760,2850,1900,1330,2660,1330,1900,74,74,3364,1340,9575,0,407
983,1591,834,982,2048,570,1021,1742,2284,5046,951,8037,1989,1900,1330,1900,2090,2090,1330,1330,1900,0,0,3071,575,8498,597,0
1848,1102,1028,3041,1591,951,1140,1379,2164,718,2882,6578,2109,1330,760,1330,1140,1140,1330,570,1729,0,74,2021,2680,8453,474,407
5366,2164,2351,792,954,1330,1140,2351,1141,947,381,7530,1488,0,2090,1900,2660,1520,1330,1900,760,0,74,1478,1530,7124,2612,0
1922,1141,1482,1901,1404,1711,2660,570,1552,222,2312,6904,1527,1330,1900,1330,570,1900,760,1330,1330,0,148,1781,1915,7375,400,407
4375,834,2277,760,3614,3452,2432,1517,381,1785,1714,7641,913,2660,1330,1330,760,2470,570,1140,2660,74,74,1764,3255,9480,1980,0
5200,1517,982,570,1362,2281,1401,718,1478,1974,1520,6387,1601,760,2090,0,2660,760,570,1330,2090,0,74,1682,1340,7561,3185,0
2317,908,1707,1330,2281,792,1482,2706,757,1408,2734,7701,917,1330,3630,1900,2090,570,1900,2090,1539,74,74,1986,0,9767,1380,0
917,2277,2734,982,2808,2851,1591,792,718,1404,947,6087,1411,2660,1690,1140,760,0,760,1710,1330,0,74,1647,1915,8704,400,0
1848,1672,194,1141,1897,1552,1672,1521,2164,2242,792,8047,2874,1900,570,2660,1330,760,2660,1900,760,0,74,2659,1915,8714,400,407
2767,1021,834,2122,148,1900,2657,1362,1334,2351,2471,6167,1414,570,1520,1140,1900,760,1520,570,1330,0,0,1580,1725,8704,1271,0
1848,2432,1672,1141,2734,1330,1404,954,982,2122,222,8523,952,2280,1330,2090,2470,1520,2470,1330,570,0,148,1742,1340,6713,400,407
4198,834,1781,2312,2281,1552,760,1382,1141,1401,1901,6136,342,760,0,2090,1330,1900,760,1520,1160,74,74,1933,2105,6452,2170,0
2425,764,912,2087,2164,1711,2351,1478,2312,2312,2734,7972,1527,570,1330,570,2660,1330,1520,1900,1330,0,74,1774,1915,9335,916,0
2849,982,2277,2284,381,982,1102,2195,757,7131,1330,6317,917,1140,1330,1900,2435,3532,570,1647,1004,23718,74,1746,2105,6713,1306,407
1251,2847,2048,1900,2467,1711,1591,1470,1102,7619,1524,7711,2941,2967,570,1330,1864,4413,760,4017,1574,20814,74,1961,1340,9451,787,0
4490,1478,757,2471,2087,2312,2242,2054,1517,6312,908,6568,917,1469,2090,372,1675,2540,962,3855,2353,17570,148,2127,2105,8699,1738,407
2824,1707,834,1552,5592,3801,1591,1768,1330,14047,1838,6783,1604,3297,2660,2419,3459,2802,1140,6055,1248,35147,0,2007,0,9741,1116,0
2147,3002,1714,2471,3002,1140,342,2055,1404,10543,2630,7871,769,1658,1520,3390,2606,2207,1330,5234,2578,44838,74,1993,2680,9180,600,407
2468,831,4483,1552,3549,760,1140,3022,2425,7908,700,6648,1414,1330,1330,4322,2625,3479,760,4800,1825,42716,74,1855,1915,8489,1071,0
2295,1598,1672,951,2164,1140,2660,2202,133128,7276,2312,7556,1527,3040,1330,1140,1865,3992,2090,2291,1384,23774,148,103380,575,9997,716,407
2317,2808,2351,1552,764,1552,2660,108,2161,7130,951,8117,1298,2218,570,2470,2447,4517,2660,2743,2904,20805,74,1848,1915,8960,1496,0
266,764,912,757,2394,2851,831,2808,1672,4339,1974,6648,2102,1645,2090,1132,3005,1400,570,3981,1004,17627,74,1661,2680,8153,0,0
2700,2122,1707,764,1711,222,2242,865,2087,5683,2616,5415,1682,1089,760,3401,344,2540,1140,2972,2904,17649,148,1979,0,7711,1486,407
2499,757,2048,2090,3987,951,831,1660,718,6145,2219,5976,2556,3547,760,4135,1674,1970,760,3600,1384,17713,74,1728,765,10507,1071,0
